verse_key,tap,fr
RUT.1.18,"Naomi lu-aamwene nangue Rutu waali wamuuminiine sie kuya pamo nakue, taalandile kantu kabili.","Naomi, la voyant décidée à aller avec elle, cessa ses instances."
RUT.1.19,"Kupwako, bonse babili baya mpaka ku Betlehemu. Lubaafikile mu muzi wa Betlehemu, bantu bonse baapapile. Banakazi ba mu Betlehemu baipuzyaniizie, Kubako ozu i Naomi.","Elles firent ensemble le voyage jusquà leur arrivée à Bethléhem. Et lorsquelles entrèrent dans Bethléhem, toute la ville fut émue à cause delles, et les femmes disaient: Est-ce là Naomi?."
RUT.1.20,"Naomi waabaanine evi, Tekunkuute Naomi. Inzi nkuute sie Mara, Pantu wa Maka onse wakinkitila bintu bya bulanda.","Elle leur dit: Ne mappelez pas Naomi; appelez-moi Mara, car le Tout-Puissant ma remplie damertume."
RUT.1.21,"Naile nakwete bintu bingi, inzi Yawe wan'mbwezia naikumbeete. Ale mulikunkuutilaki Naomi ne akandilue na Yawe? Ne waakitiilue bintu bya bulanda na Yawe wa Maka onse.","Jétais dans labondance à mon départ, et lÉternel me ramène les mains vides. Pourquoi mappelleriez-vous Naomi, après que lÉternel sest prononcé contre moi, et que le Tout-Puissant ma affligée?."
RUT.1.22,"Evi i vyaabwelele Naomi pamo ni Rutu muka mwana wakue wa ku kyalo kya Moabu. Lubaafikile ku Betlehemu, waali wasyali musita wa kuseepa nghano.","Ainsi revinrent du pays de Moab Naomi et sa belle-fille, Ruth la Moabite. Elles arrivèrent à Bethléhem au commencement de la moisson des orges."
RUT.2.1,"Boazi waali muntu munonsi kabili mukindami. Ozo Boazi, waali wa mu lupua lwakua Elimeleki muka Naomi.","Naomi avait un parent de son mari. Cétait un homme puissant et riche, de la famille dÉlimélec, et qui se nommait Boaz."
RUT.2.2,"Rutu wa ku kyalo kya Moabu waamwanine Naomi nangue, N'mpeele nsambu ya kuya ku bukaba ku kusolola nghano. Nketekeele nangue naya nsangeko muntu umo waya angitabizie kubomba nakue. Naomi waamwanine evi, We mwana wane, endo.","Ruth la Moabite dit à Naomi: Laisse-moi, je te prie, aller glaner des épis dans le champ de celui aux yeux duquel je trouverai grâce. Elle lui répondit: Va, ma fille."
RUT.2.3,"Kupwako, waya ku bukaba. Lu-aafikile, waatendekele kusolola molia mwaali mwapita mwaseepa babombi. Ni mu lisyuko lyakue, waingiile mu bukaba bwakua Boazi wa mu lupua lwakua Elimeleki.","Elle alla glaner dans un champ, derrière les moissonneurs. Et il se trouva par hasard que la pièce de terre appartenait à Boaz, qui était de la famille dÉlimélec."
RUT.2.4,"Pa kyamba, Boazi waizile kufuma ku Betlehemu ni kuya kupozia babombi walanda nangue, Yawe abe nenu. Ni bene baamwitabiile balanda nangue, Yawe akupaale.","Et voici, Boaz vint de Bethléhem, et il dit aux moissonneurs: Que lÉternel soit avec vous! Ils lui répondirent: Que lÉternel te bénisse!."
RUT.2.5,"Boazi waamwipuziizie mubombi mukulu wabo nangue, Ale olia mukazyana ni wa kupi.",Et Boaz dit à son serviteur chargé de surveiller les moissonneurs: A qui est cette jeune femme?.
RUT.2.6,"Mukulu wa babombi waamwasukile evi, Olia mukazyana ni wa ku Moabu, wakiiza watwemue na Naomi kufuma mu kyalo kya Moabu.","Le serviteur chargé de surveiller les moissonneurs répondit: Cest une jeune femme Moabite, qui est revenue avec Naomi du pays de Moab."
RUT.2.7,"Wakilanda evi, Nalombako nsambu ya kuya napita nasolola molia mulimwapita mwaseepa babombi. Ni pakako, wabombanga kutula lukeelekeele mpaka ono musita, inzi ku katanda wayanga sie kutuuziako musita uniini.","Elle a dit: Permettez-moi de glaner et de ramasser des épis entre les gerbes, derrière les moissonneurs. Et depuis ce matin quelle est venue, elle a été debout jusquà présent, et ne sest reposée quun moment dans la maison."
RUT.2.8,"Boazi waamwanine Rutu, We mwana wane, unvua nkusoke, tekuba waya kusolola mu ange makaba, inga sie mu bobu bukaba. Bomba sie na baba benka babombi bane bakazyana bali pano.","Boaz dit à Ruth: Écoute, ma fille, ne va pas glaner dans un autre champ; ne téloigne pas dici, et reste avec mes servantes."
RUT.2.9,"Pooza sie maano mu bobu bwenka bukaba bubalimukuseepamo, wali sie pano penka pamo nabo, kabili tekulekeela balumendo bakusaapile, inzi kine waunvua kyaka, upalile kumina sie mu katondo ka menda atapilue na balumendo.","Regarde où lon moissonne dans le champ, et va après elles. Jai défendu à mes serviteurs de te toucher. Et quand tu auras soif, tu iras aux vases, et tu boiras de ce que les serviteurs auront puisé."
RUT.2.10,"Kupwako, Rutu wafukama, wafwinamina pansi wamwana nangue, Ale ne mweni nasyuka syani pakuti un'mpoozeko maano.","Alors elle tomba sur sa face et se prosterna contre terre, et elle lui dit: Comment ai-je trouvé grâce à tes yeux, pour que tu tintéresses à moi, à moi qui suis une étrangère?."
RUT.2.11,"Boazi waamwasukile evi, Bakin'mbwila byonse biwaakitiile nokovyala lwaafwile mulume obe, ni viwaasiile noko ni so, ni kyalo kiwaavyaliiluemo, mpaka watona kwiza ku bantu bausyaali wamanine kutula ku kale.","Boaz lui répondit: On ma rapporté tout ce que tu as fait pour ta belle-mère depuis la mort de ton mari, et comment tu as quitté ton père et ta mère et le pays de ta naissance, pour aller vers un peuple que tu ne connaissais point auparavant."
RUT.2.12,Yawe akulambwilepo pa byonse biwakikita. Yawe wa Baizraeli uwakibutukilako mu kyeni kyakue akupaale.,"Que lÉternel te rende ce que tu as fait, et que ta récompense soit entière de la part de lÉternel, le Dieu dIsraël, sous les ailes duquel tu es venue te réfugier!."
RUT.2.13,"Rutu waalandile evi, We mukulu, kisinka wankitila biweme. Wewe wanengia kwiunvua bwino mu kulanda kobe wafuukile anzia kine nsilingheene na mubombi umo wa pa babombi bobe banakazi.","Et elle dit: Oh! Que je trouve grâce à tes yeux, mon seigneur! Car tu mas consolée, et tu as parlé au cœur de ta servante. Et pourtant je ne suis pas, moi, comme lune de tes servantes."
RUT.2.14,"Kabili pa musita wa kulia, Boazi waamwanine Rutu nangue, Iza ulie mukate utulitwaliako ni kutobela mu divai iseeme. Kupwako, waikala pamo ni babombi, Boazi wamupeelako ni nghano ikangile, walia, waikuta ni kusiapo binge bilio.","Au moment du repas, Boaz dit à Ruth: Approche, mange du pain, et trempe ton morceau dans le vinaigre. Elle sassit à côté des moissonneurs. On lui donna du grain rôti; elle mangea et se rassasia, et elle garda le reste."
RUT.2.15,"Kabili lu-aabuukile kuti aye ku kusolola nghano, Boazi wa-anine babombi bakue nangue, Anzia asomona ni ili mu bisi, tekumusasilile.","Puis elle se leva pour glaner. Boaz donna cet ordre à ses serviteurs: Quelle glane aussi entre les gerbes, et ne linquiétez pas."
RUT.2.16,"Mu elia milui imulimwatuulika, muye mwamusiilamo iniini ya kuti aye watoola, tekumukaanie.","et même vous ôterez pour elle des gerbes quelques épis, que vous la laisserez glaner, sans lui faire de reproches."
RUT.2.17,"Ni pakako, Rutu waasolwele nghano mu bukaba mpaka kyungulo. Lu-aapuulile, wauluziizie mupepi kilo ya nghano.","Elle glana dans le champ jusquau soir, et elle battit ce quelle avait glané. Il y eut environ un épha dorge."
RUT.2.18,"Waitwikile ni kubwelela ku muzi, waya kumulangisia nghinavyala nghano i-aasolwele. Kupwako, wamupeela bilio bi-aasiilepo lolia lu-aikutile.","Elle lemporta et rentra dans la ville, et sa belle-mère vit ce quelle avait glané. Elle sortit aussi les restes de son repas, et les lui donna."
RUT.2.19,"Nghinavyala waamwipuziizie evi, Lelo wayanga kusolwela pi? Wasololanga mu bukaba bwakua ni? Ozo muntu wakupoozangako maano apaalue! Rutu waamwanine Naomi nangue, Nasololanga mu bukaba bwakua Boazi.","Sa belle-mère lui dit: Où as-tu glané aujourdhui, et où as-tu travaillé? Béni soit celui qui sest intéressé à toi! Et Ruth fit connaître à sa belle-mère chez qui elle avait travaillé: Lhomme chez qui jai travaillé aujourdhui, dit-elle, sappelle Boaz."
RUT.2.20,"Ni Naomi waamwanine muka mwana wakue nangue, Yawe olia atwaliliile kufikilizia bulayo bwakue ku bakosele ni bafwile, apaale ozo muntu wa mu lupua lwetu lwa pepi, pantu wene i wa mu bakalubula betu.","Naomi dit à sa belle-fille: Quil soit béni de lÉternel, qui se montre miséricordieux pour les vivants comme il le fut pour ceux qui sont morts! Cet homme est notre parent, lui dit encore Naomi, il est de ceux qui ont sur nous droit de rachat."
RUT.2.21,"Rutu wa ku Moabu waalandile evi, Boazi wanghananga evi, Ba wali pamo ni babombi bane mpaka pabakaba kupua kuseepa nghano yane yonse.","Ruth la Moabite ajouta: Il ma dit aussi: Reste avec mes serviteurs, jusquà ce quils aient achevé toute ma moisson."
RUT.2.22,"Kupwako, Naomi wamwana Rutu muka mwana wakue nangue, We mwana wane, kyawama uye wabomba pamo ni babombi bakazyana bakua Boazi, kabili tekuti ukasangue na bange bantu mu bukaba nghwana ukeeza kukitikilua na kibiipile.","Et Naomi dit à Ruth, sa belle-fille: Il est bon, ma fille, que tu sortes avec ses servantes, et quon ne te rencontre pas dans un autre champ."
RUT.2.23,"Ni kiine, Rutu waabombele pamo nabo ni kuya wasololamo mpaka ku mpeleezio ya kuseepa shairi ni nghano. Kabili waatwaliliile kwikala ni nghinavyala.","Elle resta donc avec les servantes de Boaz, pour glaner, jusquà la fin de la moisson des orges et de la moisson du froment. Et elle demeurait avec sa belle-mère."
RUT.3.1,"Busiku bumo, Naomi waamwanine Rutu nangue, Nene n'mpalile kukuufia evi ni we wikwatile nghanda yobe.","Naomi, sa belle-mère, lui dit: Ma fille, je voudrais assurer ton repos, afin que tu fusses heureuse."
RUT.3.2,"Upalile kumana nangue ozu Boazi wakiba wabombelua na bakazyana bawakiba nabo, i kalubula wetu. Ale unvua, lelo kyungulo alikuya wauluzia nghano ku kyuluziizio.","Et maintenant Boaz, avec les servantes duquel tu as été, nest-il pas notre parent? Voici, il doit vanner cette nuit les orges qui sont dans laire."
RUT.3.3,"Ni pakako, nakwana usambe bwino wisube ni mafuta anunkiile, uvwale ngubo yobe i-umwene yawamiisie, mane uye wimane palia pa-alikuya wauluziizia. Inzi tekuti uye wilangisie kuli wene mpaka musita u alikuya kupwilapo kulia ni kumina.","Lave-toi et oins-toi, puis remets tes habits, et descends à laire. Tu ne te feras pas connaître à lui, jusquà ce quil ait achevé de manger et de boire."
RUT.3.4,"Upoozeko maano kumana pa-alikuya kulaala. Musita u alikuya kuona, uye umuvimbule ku makasa ni kulaala lya koko kwenka. Ni ye waya akwane vyakukita.","Et quand il ira se coucher, observe le lieu où il se couche. Ensuite va, découvre ses pieds, et couche-toi. Il te dira lui-même ce que tu as à faire."
RUT.3.5,"Rutu waamwaanine, Naya nkite kubalua kantu kawanghana.",Elle lui répondit: Je ferai tout ce que tu as dit.
RUT.3.6,Rutu ni ye waile ku kyuluziizio ni kukita kubalua kantu mwamwaaniine nghinavyala.,"Elle descendit à laire, et fit tout ce quavait ordonné sa belle-mère."
RUT.3.7,"Boazi lu-aapwile kulia ni kumina, waasansamukile, waile kulaala mumbali mului wa nghano. Rutu waile buke buke, wamuvimbula Boazi ku makasa ni kulaala lya koko kwenka.","Boaz mangea et but, et son cœur était joyeux. Il alla se coucher à lextrémité dun tas de gerbes. Ruth vint alors tout doucement, découvrit ses pieds, et se coucha."
RUT.3.8,"Pakati busiku Boazi waatulumukile, mukwana nangue apilibuke, waapapile kumona mwanakazi waleele lya ku makasa akue.","Au milieu de la nuit, cet homme eut une frayeur; il se pencha, et voici, une femme était couchée à ses pieds."
RUT.3.9,"Boazi waamwipuziizie evi, Uli ni? Wa-asukile nangue, Ni nene mubombi obe Rutu, nvimbeko sie lupipi lwa ngubo yobe pantu wewe uli kalubula wetu. Nakulomba ube mulume wane.","Il dit: Qui es-tu? Elle répondit: Je suis Ruth, ta servante; étends ton aile sur ta servante, car tu as droit de rachat."
RUT.3.10,"Boazi waamwanine Rutu nangue, We mwana wane, Yawe akupaale, pantu buwame buwakita, bwakila buwame buwaakitile pa mambo, pantu tewakibembua na balumendo, na bapabi ao na banonsi.","Et il dit: Sois bénie de lÉternel, ma fille! Ce dernier trait témoigne encore plus en ta faveur que le premier, car tu nas pas recherché des jeunes gens, pauvres ou riches."
RUT.3.11,"Kansi we mwana wane tekutiina, nene ndikukukitila byonse muwalandila pantu bantu bonse mu ono muzi bamanine nangue uli mwanakazi wa mibeele iweme.","Maintenant, ma fille, ne crains point; je ferai pour toi tout ce que tu diras; car toute la porte de mon peuple sait que tu es une femme vertueuse."
RUT.3.12,"Anzia kine nene ndi kalubula wa pepi, inzi kulanda kisinka, kuli ni unge kalubula apalamiisie kukila nene.","Il est bien vrai que jai droit de rachat, mais il en existe un autre plus proche que moi."
RUT.3.13,"Wewe pembela sie bono busiku bukie, kine ozo muntu wakaba kwitabila kukukitila mukipaliile mu lupua, kyakaba kuwama. Inzi kine akabe kukaana, nene nakaba kukukitila mukipaliile, nene nalapa mu Liina lyakua Yawe Mukose nangue nakaba kukupoozako maano. Ale laala sie bukie.","Passe ici la nuit. Et demain, sil veut user envers toi du droit de rachat, à la bonne heure, quil le fasse; mais sil ne lui plaît pas den user envers toi, jen userai, moi, lÉternel est vivant! Reste couchée jusquau matin."
RUT.3.14,"Kupwako, mwanakazi walaala ku ntambalilo mpaka ku makia. Waabuukile ku makia pa kamuntu uli ni, pantu Boazi waalandile nangue, Tekipalile kimanike nangue ku kyuluziizio kwakiiza ni mwanakazi.","Elle resta couchée à ses pieds jusquau matin, et elle se leva avant quon pût se reconnaître lun lautre. Boaz dit: Quon ne sache pas quune femme est entrée dans laire."
RUT.3.15,"Boazi waamwanine evi, Leeta ngubo i-uvwele u-ipanzike papa. Ni ye waapanzikile. Boazi waamupongweleelepo nghano kukila pa kilo ni kumutwika. Kupwako, Rutu waya ku muzi.","Et il ajouta: Donne le manteau qui est sur toi, et tiens-le. Elle le tint, et il mesura six mesures dorge, quil chargea sur elle. Puis il rentra dans la ville."
RUT.3.16,"Lu-aafikile ku nghanda, nghinavyala waamwipuziizie evi, We mwana wane, ni syani? Rutu waamubwilile byonse bi-aakitiilue na Boazi.","Ruth revint auprès de sa belle-mère, et Naomi dit: Est-ce toi, ma fille? Ruth lui raconta tout ce que cet homme avait fait pour elle."
RUT.3.17,"Kabili waamwanine nangue, Nghano i an'mpeelanga ezi. Walandanga evi, Tekubwela minue kuli nokovyala.","Elle dit: Il ma donné ces six mesures dorge, en disant: Tu ne retourneras pas à vide vers ta belle-mère."
RUT.3.18,"Nghinavyala waamwanine evi, Ale teekamana sie upembele byakaba kukitika. Boazi tavinda kwikalapo sie pasili kupwisia ozu mulandu. Alikuupwisia lelo lyenka.","Et Naomi dit: Sois tranquille, ma fille, jusquà ce que tu saches comment finira la chose, car cet homme ne se donnera point de repos quil nait terminé cette affaire aujourdhui."
RUT.4.1,"Boazi waile pa kifuka kya kulonghaninapo ni kuya kwikala pa nghingililo ya muzi. Olia kalubula waali walanduapo na Boazi lu-aizile kupita lya papo, Boazi waamwanine evi, Ewe, iza wikalenke pano. Ni ye waile kwikala.","Boaz monta à la porte, et sy arrêta. Or voici, celui qui avait droit de rachat, et dont Boaz avait parlé, vint à passer. Boaz lui dit: Approche, reste ici, toi un tel. Et il sapprocha, et sarrêta."
RUT.4.2,Boazi waakuutile babikolue lyanondo ba mu muzi ni kubaana bekale papo. Ni bo baikeele.,"Boaz prit alors dix hommes parmi les anciens de la ville, et il dit: Asseyez-vous ici. Et ils sassirent."
RUT.4.3,"Pa kyamba, waamwanine olia kalubula nangue, Naomi olia wakibwela kufuma ku kyalo kya Moabu, alimukusisia nkendo ya bulongo bwakua mukwetu Elimeleki.","Puis il dit à celui qui avait le droit de rachat: Naomi, revenue du pays de Moab, a vendu la pièce de terre qui appartenait à notre frère Élimélec."
RUT.4.4,"Nene nakimona kuti nkubwileko ozu mulandu ni kukwana usite ezi nkendo ntanzi ya baba bantu bekeele papa ni ntanzi ya masiiko a bantu bane. Kine wewe ulikusita, sita. Inzi kine teusita, landa, pantu tekuli unge apalile kusita ezi nkendo, inga sie wewe. Kine te wewe, ni nene. Ni ye waalandile evi, Ndikusita.","Jai cru devoir ten informer, et te dire: Acquiers-la, en présence des habitants et en présence des anciens de mon peuple. Si tu veux racheter, rachète; mais si tu ne veux pas, déclare-le-moi, afin que je le sache. Car il ny a personne avant toi qui ait le droit de rachat, et je lai après toi. Et il répondit: je rachèterai."
RUT.4.5,"Boazi waalandile evi, Mana nangue busiku buwakaba kusita ezi nkendo kuli Naomi ni kuli Rutu, i busiku buwakaba kumusita ni Rutu wa ku kyalo kya Moabu, evi akavyale mwana mwalalume waakapyana bintu byakua mulume wakue waafwile.","Boaz dit: Le jour où tu acquerras le champ de la main de Naomi, tu lacquerras en même temps de Ruth la Moabite, femme du défunt, pour relever le nom du défunt dans son héritage."
RUT.4.6,"Ozo kalubula wa-asukile evi, Nene nsivinda kusita ezi nkendo nkeeza kwinoona bupyani bwane. Kansi nsambu yane ya bukalubula itwamue sie na wewe wenka, pantu nene na-andua.","Et celui qui avait le droit de rachat répondit: Je ne puis pas racheter pour mon compte, crainte de détruire mon héritage; prends pour toi mon droit de rachat, car je ne puis pas racheter."
RUT.4.7,"Mu ezio nsiku, Baizraeli baali ni mibeele yabo ya kusininkiziiziako pa kulubula ni kusintuzyania kintu. Muntu waali wavuula nkwabilo yakue ni kumupeela mwinakue. Keki i kyaali kisininkiziizio ku Baizraeli.","Autrefois en Israël, pour valider une affaire quelconque relative à un rachat ou à un échange, lun ôtait son soulier et le donnait à lautre: cela servait de témoignage en Israël."
RUT.4.8,"Ozo muntu waamwanine Boazi nangue, Sita sie wewe wenka. Kupwako, kalubula wavuula nkwabilo ni kumupeela Boazi.",Celui qui avait le droit de rachat dit donc à Boaz: Acquiers pour ton compte! Et il ôta son soulier.
RUT.4.9,"Boazi ni ye wa-anine bantu bonse pamo ni alia masiiko aalipo nangue, Mwe bonse bali pano muli basininkizi bakusininkizia nangue, lelo nasita kuli Naomi bintu byonse byaali byakua Elimeleki ni byakua Kilioni pamo ni byakua Maloni.","Alors Boaz dit aux anciens et à tout le peuple: Vous êtes témoins aujourdhui que jai acquis de la main de Naomi tout ce qui appartenait à Élimélec, à Kiljon et à Machlon."
RUT.4.10,"Kabili ni ozu Rutu wa ku Moabu muka Maloni ni ye kumo namusita kuti aye waali mukazi wane. Nakita evi kuti nsunge liina lya muntu waafwile, pakuti akabe walangulukilue mu muzi wetu ni mu lupua lwetu. Ni evi vyenka lelo muli basininkizi.","et que je me suis également acquis pour femme Ruth la Moabite, femme de Machlon, pour relever le nom du défunt dans son héritage, et afin que le nom du défunt ne soit point retranché dentre ses frères et de la porte de son lieu. Vous en êtes témoins aujourdhui!."
RUT.4.11,"Masiiko pamo ni bantu baali balipo baalandile evi, Ee, fwefue tuli basininkizi. Ozu mwanakazi uwatwama kuba mukazi obe, twalomba Yawe amukite kuba nga Rakeli ni Lea, babo baamukuuliile Izraeli nghanda. Kabili twalomba wewe uye walumine mu Efrati ni kuya wamanikile mu Betlehemu.","Tout le peuple qui était à la porte et les anciens dirent: Nous en sommes témoins! Que lÉternel rende la femme qui entre dans ta maison semblable à Rachel et à Léa, qui toutes les deux ont bâti la maison dIsraël! Manifeste ta force dans Éphrata, et fais-toi un nom dans Bethléhem!."
RUT.4.12,Baana bawaakapeelua na Yawe mu ozu mukazyana bakalengie lupua lobe lukapalane ni lwakua Perezi lwaavyelue na Tamari kuli Yuda.,"Puisse la postérité que lÉternel te donnera par cette jeune femme rendre ta maison semblable à la maison de Pérets, qui fut enfanté à Juda par Tamar!."
RUT.4.13,"Kupwako, Boazi wamutwama Rutu ni kumwalula mukazi. Yawe waamupaalile, waimita ni kuvyala mwana mwalalume.","Boaz prit Ruth, qui devint sa femme, et il alla vers elle. LÉternel permit à Ruth de concevoir, et elle enfanta un fils."
RUT.4.14,"Banakazi baamwanine Naomi nangue, Yawe atasiiwe! Ozo asikulekeleele lelo kuti uye wali ni kalubula. Twalomba alengie ozu mwana kumanika mu Izraeli.","Les femmes dirent à Naomi: Béni soit lÉternel, qui ne ta point laissé manquer aujourdhui dun homme ayant droit de rachat, et dont le nom sera célébré en Israël!."
RUT.4.15,"Ozu mwanavyala obe kisinka akutonene, wakikukitila bintu bikata kukila bintu bya kukitilua na baana balalume kilooba. Kabili wakuvyalila ni mwinzikulu, ozo waakaalula bwikazi bobe kuba bwa lenu ni kukusunga mu bukote bobe.","Cet enfant restaurera ton âme, et sera le soutien de ta vieillesse; car ta belle-fille, qui taime, la enfanté, elle qui vaut mieux pour toi que sept fils."
RUT.4.16,"Kupwako, Naomi wabuula mwana wamufukatila ni kutwalilila kumusunga.","Naomi prit lenfant et le mit sur son sein, et elle fut sa garde."
RUT.4.17,"Banakazi baali bali pepi nakue baamwinikile mwana liina lya Obedi. Baalandile evi, Naomi wavyalilua mwana mwalalume! Obedi i waavyele Yese, ni Yese i waavyele Daudi.","Les voisines lui donnèrent un nom, en disant: Un fils est né à Naomi! Et elles lappelèrent Obed. Ce fut le père dIsaï père de David."
RUT.4.18,"Bobu i butantiko bwa meena a lupua lwakua Perezi mpaka kuli Daudi. Perezi waavyele Hezroni, Hezroni waavyele Ramu, Ramu waavyele Aminadabu, Aminadabu waavyele Nasoni, Nasoni waavyele Salmoni, Salmoni waavyele Boazi, Boazi waavyele Obedi, Obedi waavyele Yese, Ni Yese waavyele Daudi.",Voici la postérité de Pérets. Pérets engendra Hetsron;.
EZR.1.1,"Mu mwaka wa mambo wa kuteeka kwakua Kiro likolo wa ku Persia, Yawe waakoseleziizie mutima wakua likolo wa ku Persia kuti keebo kakua Yawe kaalandilue na kabika Yeremia kafikiliziwe. Waamwanine apunde mu bukolo bwakue bonse ni kulemba nangue:.","La première année de Cyrus, roi de Perse, afin que saccomplît la parole de lÉternel prononcée par la bouche de Jérémie, lÉternel réveilla lesprit de Cyrus, roi de Perse, qui fit faire de vive voix et par écrit cette publication dans tout son royaume:."
EZR.1.2,"Kiro likolo wa ku Persia walanda evi, Yawe Leza wa mwiulu wakin'mpeela bukolo bonse bwa pa kyalo, ni kunghana kumukuulila nghanda mu Yeruzalemu ya mu Yudea.","Ainsi parle Cyrus, roi des Perses: LÉternel, le Dieu des cieux, ma donné tous les royaumes de la terre, et il ma commandé de lui bâtir une maison à Jérusalem en Juda."
EZR.1.3,"Kubalua muntu pakati kenu wa mu bantu bakue, Leza aye waali pamo nakue, kabili aye ku Yeruzalemu ya mu Yudea ku kukuula paakale Nghanda yakua Yawe, Leza wakua Izraeli, wene i Leza ali mu Yeruzalemu.","Qui dentre vous est de son peuple? Que son Dieu soit avec lui, et quil monte à Jérusalem en Juda et bâtisse la maison de lÉternel, le Dieu dIsraël! Cest le Dieu qui est à Jérusalem."
EZR.1.4,"Kubalua Muyuda ali mu Babeli konse kwaikeele kine watona kubwelela ku Yeruzalemu, bantu ba ku ezio nkendo bapalile kumukwasiako mutofue, ni oro, ni binge bintu, ni nama, pamo ni bupe bwa kupeela mu Nghanda yakua Leza mu Yeruzalemu.","Dans tout lieu où séjournent des restes du peuple de lÉternel, les gens du lieu leur donneront de largent, de lor, des effets, et du bétail, avec des offrandes volontaires pour la maison de Dieu qui est à Jérusalem."
EZR.1.5,"Kupwako, bakulu ba mu lupua lwakua Yuda ni lwakua Benyamina, ni babitambua, ni Balawi, pamo ni bonse baakoseleziiziwe mu mitima na Leza, baiteaniizie kuya kukuula paakale Nghanda yakua Yawe mu Yeruzalemu.","Les chefs de famille de Juda et de Benjamin, les sacrificateurs et les Lévites, tous ceux dont Dieu réveilla lesprit, se levèrent pour aller bâtir la maison de lÉternel à Jérusalem."
EZR.1.6,"Bonse baali bapalameene nabo baabakwasiizie mutofue, ni oro, ni binge bintu, ni nama, ni bintu bikindeeme, pamo ni bupe bubaali bapeela mutoneene mitima yabo.","Tous leurs alentours leur donnèrent des objets dargent, de lor, des effets, du bétail, et des choses précieuses, outre toutes les offrandes volontaires."
EZR.1.7,"Ni pakako, Likolo Kiro waafumiizie bintu bya mu Nghanda yakua Yawe byaatwemue na Nebukadneza kufuma ku Yeruzalemu, ni kubibiika mu nghanda ya baleza bakue.","Le roi Cyrus rendit les ustensiles de la maison de lÉternel, que Nebucadnetsar avait emportés de Jérusalem et placés dans la maison de son dieu."
EZR.1.8,"Bebio bintu, Kiro likolo wa ku Persia, waamupeele Mitiredati aliwalabukila bukonto, ni kumupendela Sesebasari mulombozi wa Bayuda.","Cyrus, roi de Perse, les fit sortir par Mithredath, le trésorier, qui les remit à Scheschbatsar, prince de Juda."
EZR.1.9,"Mpendua ya bintu ni ezi: Masaani akata a oro, masaani , akata a mutofue, myele .","En voici le nombre: trente bassins dor, mille bassins dargent, vingt-neuf couteaux."
EZR.1.10,"bibakuli bya oro, bibakuli bya mutofue bikonkelepo pa bukindami , ni bintu binge .","trente coupes dor, quatre cent dix coupes dargent de second ordre, mille autres ustensiles."
EZR.1.11,"Bintu byonse bya oro ni bya mutofue pamo ni binge bintu, byaali . Bebi byonse Sesebasari waabitwele lolia lwaabweziiziwe balia baali bafuma ku Babeli balimukuya ku Yeruzalemu.","Tous les objets dor et dargent étaient au nombre de cinq mille quatre cents. Scheschbatsar emporta le tout de Babylone à Jérusalem, au retour de la captivité."
EZR.2.1,"Baba i bekazi ba mu nsempu ya kiputu kya kyalo baatwemue na Nebukadneza likolo wa ku Babeli mpaka ku Babeli, i baabwelele ku Yeruzalemu ni ku kyalo kya Yudea, kubalua muntu mu muzi wakue.","Voici ceux de la province qui revinrent de lexil, ceux que Nebucadnetsar, roi de Babylone, avait emmenés captifs à Babylone, et qui retournèrent à Jérusalem et en Juda, chacun dans sa ville."
EZR.2.2,"Baba bantu i baile pamo ni Zerubabeli, ni Yoshua, ni Nehemia, ni Seraia, ni Relaia, ni Mordekai, ni Bilsani, ni Misipari, ni Bigwai, ni Rehumu, ni Bana. Mpendua ya baana balalume ba mu Izraeli ni ezi:.","Ils partirent avec Zorobabel, Josué, Néhémie, Seraja, Reélaja, Mardochée, Bilschan, Mispar, Bigvaï, Rehum, Baana. Nombre des hommes du peuple dIsraël:."
EZR.2.3,Baana balalume bena Parosi baali .,"les fils de Pareosch, deux mille cent soixante-douze;."
EZR.2.4,Baana balalume bena Sefatia baali .,"les fils de Schephathia, trois cent soixante-douze;."
EZR.2.5,Baana balalume bena Ara baali .,"les fils dArach, sept cent soixante-quinze;."
EZR.2.6,"Baana balalume bena Phati-Moabu, benzikulu bakua Yeshua ni Yoabu, baali .","les fils de Pachath-Moab, des fils de Josué et de Joab, deux mille huit cent douze;."
EZR.2.7,Baana balalume bena Elamu baali .,"les fils dÉlam, mille deux cent cinquante-quatre;."
EZR.2.8,Baana balalume bena Zatu baali .,"les fils de Zatthu, neuf cent quarante-cinq;."
EZR.2.9,Baana balalume bena Zakai baali .,"les fils de Zaccaï, sept cent soixante;."
EZR.2.10,Baana balalume bena Bani baali .,"les fils de Bani, six cent quarante-deux;."
EZR.2.11,Baana balalume bena Bebai baali .,"les fils de Bébaï, six cent vingt-trois;."
EZR.2.12,Baana balalume bena Agzadi baali .,"les fils dAzgad, mille deux cent vingt-deux;."
EZR.2.13,Baana balalume bena Adonikamu baali .,"les fils dAdonikam, six cent soixante-six;."
EZR.2.14,Baana balalume ba mu luvyalo lwakua Bigwai baali .,"les fils de Bigvaï, deux mille cinquante-six;."
EZR.2.15,Baana balalume bena Adini baali .,"les fils dAdin, quatre cent cinquante-quatre;."
EZR.2.16,"Baana balalume bena Ateri, benzikulu bakua Hezekia, baali .","les fils dAther, de la famille dÉzéchias, quatre-vingt-dix-huit;."
EZR.2.17,Baana balalume bena Besai baali .,"les fils de Betsaï, trois cent vingt-trois;."
EZR.2.18,Baana balalume bena Yora baali .,"les fils de Jora, cent douze;."
