verse_key,yaf,fr
ACT.15.24,"Tuyukikini ni ndambu ya batu batukini kwena betu, bana twakondi senda, baluvwadingisiki mabanza amana baluyukisiki kiwayi muna ndinga za bawu.","Ayant appris que quelques hommes partis de chez nous, et auxquels nous navions donné aucun ordre, vous ont troublés par leurs discours et ont ébranlé vos âmes."
ACT.15.25,"Ihana, dyambu dina twámonidya bukheti betu boosu mu kusola bayakala amana twabahitika kwena benu ha kimosi yi batya betu Balanabasi yi Pholu.","nous avons jugé à propos, après nous être réunis tous ensemble, de choisir des délégués et de vous les envoyer avec nos bien-aimés Barnabas et Paul."
ACT.15.26,bawu bátambika luzingu lwa bawu kikuma kya khumbu ya Pfumu wetu Yesu Kidisitu.,ces hommes qui ont exposé leur vie pour le nom de notre Seigneur Jésus-Christ.
ACT.15.27,"Tuluhitiki Yuta yi Silasi, bawu báluzimbwala ndinga meni zina muna munwa mya bawu.","Nous avons donc envoyé Jude et Silas, qui vous annonceront de leur bouche les mêmes choses."
ACT.15.28,"Ihana ni, mboti bwenina kwena Kitembu Kyatoma yi kwena betu-betu ni tuluyekikaku keti kizitu kyahika, kaka mihangu mina miluti mupfunu:.",Car il a paru bon au Saint-Esprit et à nous de ne vous imposer dautre charge que ce qui est nécessaire.
ACT.15.29,"kudikenga ku bima bina balambudi kwena biteki yi menga yi bambisi bana ba bithitu, yambulenu kindumba; yuka ni lwazitisa mambu mana mosu, mboti lwahánga. Salenu mboti!».","savoir, de vous abstenir des viandes sacrifiées aux idoles, du sang, des animaux étouffés, et de limpudicité, choses contre lesquelles vous vous trouverez bien de vous tenir en garde. Adieu."
ACT.15.30,"Hanga bawu babasisi amana bakulungi ku Atyosi, kwakuna, bákutikisa kibuka kya bakwikidi amana báhana mukanda.","Eux donc, ayant pris congé de lÉglise, allèrent à Antioche, où ils remirent la lettre à la multitude assemblée."
ACT.15.31,Bátangawa amana básangwala kikuma kya kusyamisa kuna.,"Après lavoir lue, les frères furent réjouis de lencouragement quelle leur apportait."
ACT.15.32,"Yuta yi Silasi, bawu meni bakala bambikudi, báhana kikesa kwena baphangi yi kubasyamisa mu ndinga za bawu za lawu .","Jude et Silas, qui étaient eux-mêmes prophètes, les exhortèrent et les fortifièrent par plusieurs discours."
ACT.15.33,"Kunima dya ndambu ya tangwa, baphangi bábazodila kuvutuka kwa ngemba kwena bana bábahitika. .","Au bout de quelque temps, les frères les laissèrent en paix retourner vers ceux qui les avaient envoyés."
ACT.15.34,Kaasi Silasi wámonabwa bukheti mu kusala kuna Atyosi kaasi Yuta wávutuka yandi buhika ku Yelusalemi.,Toutefois Silas trouva bon de rester.
ACT.15.35,"Pholu yi Balanabasi, bázinga kuna Atyosi, mu kulonga yi kusamuna Musamu wa Bukheti wa ndinga ya Pfumu, kumosi yi batu bakwawu balawu.","Paul et Barnabas demeurèrent à Antioche, enseignant et annonçant, avec plusieurs autres, la bonne nouvelle de la parole du Seigneur."
ACT.15.36,"Kunima ndambu ya bilumbu, Pholu wázimbula kwena Balanabasi: «Tuvutukisa mu kutala baphangi muna mbanza zoosu, muna twásamuna ndinga ya Pfumu, ndangu twazaya keti bweti benina.».","Quelques jours sécoulèrent, après lesquels Paul dit à Barnabas: Retournons visiter les frères dans toutes les villes où nous avons annoncé la parole du Seigneur, pour voir en quel état ils sont."
ACT.15.37,"Balanabasi kázola ni bamunata Yowani, wuna bakala tela Malaku;.","Barnabas voulait emmener aussi Jean, surnommé Marc;."
ACT.15.38,Kaasi Pholu kámona ni ka mboti ku banata mutu wuna wábatina kedi tuka ku Phafidiya amana wakonda basindikila mu kisalu kya bawu.,"mais Paul jugea plus convenable de ne pas prendre avec eux celui qui les avait quittés depuis la Pamphylie, et qui ne les avait point accompagnés dans leur œuvre."
ACT.15.39,"Bánanama lawu, ku tsuka badihambula. Balanabasi wámubonga Malaku amana bákota mu masuwa ndangu benda ku Siphe.","Ce dissentiment fut assez vif pour être cause quils se séparèrent lun de lautre. Et Barnabas, prenant Marc avec lui, sembarqua pour lîle de Chypre."
ACT.15.40,"Pholu, yandi, wásola Silasi amana benda, ku manima ma kubasya ha moku ma Pfumu, kwena baphangi.","Paul fit choix de Silas, et partit, recommandé par les frères à la grâce du Seigneur."
ACT.15.41,Wálutila ku binzunga bya Sidiya yi Sidisi mu kusyamisa Mabundu.,"Il parcourut la Syrie et la Cilicie, fortifiant les Églises."
ACT.16.1,"Pholu wátula ku Delebi, kunima wenda ku Disiti. Kinga kwákala kwakuna yi mulonguki mosi khumbu yandi Thimoti; kákala mwana wa Muyuta wa mukhetu mosi wa mukwikidi yi mwisi Ngeleti mosi.","Il se rendit ensuite à Derbe et à Lystre. Et voici, il y avait là un disciple nommé Timothée, fils dune femme juive fidèle et dun père grec."
ACT.16.2,Baphangi ba bisi Lisiti yi bisi Kikonyumi bakala ta kimbangi kya mboti kikuma kya yandi.,Les frères de Lystre et dIcone rendaient de lui un bon témoignage.
ACT.16.3,"Pholu kázola ni kamunata kumosi yi yandi, hanga wumubongi amana wumuyotisi kikuma kya Bayuta ba kinzunga mekyana; kikuma boosu bakala zaya ni tata wandi mwisi Ngeleti kákala.","Paul voulut lemmener avec lui; et, layant pris, il le circoncit, à cause des Juifs qui étaient dans ces lieux-là, car tous savaient que son père était grec."
ACT.16.4,"Muna mbanza zina bakala hitila, bakala samuna mana bázenga kwena bathumwa yi bathwadisi kuna Yelusalemi, ndangu balundama.","En passant par les villes, ils recommandaient aux frères dobserver les décisions des apôtres et des anciens de Jérusalem."
ACT.16.5,Mabundu makala syama mu lukwikilu yi kukolaka kilumbu muna kilumbu.,"Les Églises se fortifiaient dans la foi, et augmentaient en nombre de jour en jour."
ACT.16.6,"Kitembu Kyatoma wábakandisa Pholu yi Silasi mu kulonga Ndinga ya Nzambi mu kinzunga kya Aziya, hanga báluta ku Fizi yi tsi ya Ngalati.","Ayant été empêchés par le Saint-Esprit dannoncer la parole dans lAsie, ils traversèrent la Phrygie et le pays de Galatie."
ACT.16.7,"Buna bátula bela-bela yi kinzunga kya Misiya, bámeka mu kukwenda ku kinzunga kya Bitini; kaasi Kitembu kya Yesu kábahekaku nzila.","Arrivés près de la Mysie, ils se disposaient à entrer en Bithynie; mais lEsprit de Jésus ne le leur permit pas."
ACT.16.8,Hanga bahitidi ku Misiya amana bákulunga ku mbanza ya Thowasi.,"Ils franchirent alors la Mysie, et descendirent à Troas."
ACT.16.9,"Muna phipha, Pholu wámona mbona mesu. Mwisi Masetwani mosi wákala hana, watelama, kakala mubokwadila bwabu: «Luta ku Masetwani, awisa tusadisa!».","Pendant la nuit, Paul eut une vision: un Macédonien lui apparut, et lui fit cette prière: Passe en Macédoine, secours-nous!."
ACT.16.10,"Buna kámonina mbona mesu yina, twásanda mu kukwenda ku Masetwani; kikuma twázaya ni Nzambi kátutela ndangu twasamuna Musamu wa Bukheti kwakuna.","Après cette vision de Paul, nous cherchâmes aussitôt à nous rendre en Macédoine, concluant que le Seigneur nous appelait à y annoncer la bonne nouvelle."
ACT.16.11,"Buna twábonga masuwa tukidila ku Thowasi, hanga thwendi mbala mosi yi kuna zawala dya Samothalasi; kilumbu kyalanda thwénda ku mbanza ya Neyaphodisi.","Étant partis de Troas, nous fîmes voile directement vers la Samothrace, et le lendemain nous débarquâmes à Néapolis."
ACT.16.12,"Ha twákatuka kwakuna, thwénda ku Fidiphu; mbanza yimosi, muna kinzunga kyatheti kya Masetwani amana bisi Loma bakalamwa zingila. Twánanga ndambu ya bilumbu kwakuna.","De là nous allâmes à Philippes, qui est la première ville dun district de Macédoine, et une colonie. Nous passâmes quelques jours dans cette ville."
ACT.16.13,"Mu kilumbu kya sabata, twálubuka mu mwelu wa mbanza, kuna khungu ya mamba mosi, homa hana twakala banzila ni twawana kizika kya lombilu. Twázakala hakana amana twáyambila yi bakhetu bana bisaha kutakana.","Le jour du sabbat, nous nous rendîmes, hors de la porte, vers une rivière, où nous pensions que se trouvait un lieu de prière. Nous nous assîmes, et nous parlâmes aux femmes qui étaient réunies."
ACT.16.14,"Hakala yi mukhetu mosi khumbu yandi Didya; kikhita kya miledi mya thalu kakala sala, mwisi mbanza ya Thiyatidi, kakala kumisa Nzambi. Kakala yuka, amana Pfumu wámukangula mbundu ndangu kadihana mu ndinga za Pholu.","Lune delles, nommée Lydie, marchande de pourpre, de la ville de Thyatire, était une femme craignant Dieu, et elle écoutait. Le Seigneur lui ouvrit le cœur, pour quelle fût attentive à ce que disait Paul."
ACT.16.15,"Kunima dya kutambula mbotika yi nzu yandi yosu, wátutedisa kuna nzu yandi, kátubokwadila mu kuzimbula: «Yuka lumoni ni meni yenina wakwikama kwena Pfumu, alwisenu ku nzu yama amana zakalenu kwakuna.» Amana wátubokwadila ndangu twatambwasa.","Lorsquelle eut été baptisée, avec sa famille, elle nous fit cette demande: Si vous me jugez fidèle au Seigneur, entrez dans ma maison, et demeurez-y. Et elle nous pressa par ses instances."
ACT.16.16,"Bwana twákala kwenda ha kizika kya lombilu, musadi wa mukhetu mosi wakala yi mukisi wa nyoka , wakala mutuma mu kubikula mana mabwa ku thwala, muna phila meni yina, mwamuna bapfumu bandi bakala bongila mbongu, hanga wututundakani.","Comme nous allions au lieu de prière, une servante qui avait un esprit de Python, et qui, en devinant, procurait un grand profit à ses maîtres, vint au-devant de nous."
ACT.16.17,"Wayandika mu kutulanda, betu yi Pholu, yi kukalungaka: Batu baba benina basadi ba Nzambi wa phungu! Babati lulonga nzila ya luhulusu.","et se mit à nous suivre, Paul et nous. Elle criait: Ces hommes sont les serviteurs du Dieu Très-Haut, et ils vous annoncent la voie du salut."
ACT.16.18,"Bwosu kakala sala bwabuna bilumbu bya lawu, ku tsuka, Pholu wávwalangana, amana wábaluka mu kuzonza kwena kitembu kina: «Mu khumbu ya Yesu Kidisitu, yikuheki muswa ni wálubuka mu lutu lwa mukhetu yandi!» Amana kyálubuka muna tangwa medina.","Elle fit cela pendant plusieurs jours. Paul fatigué se retourna, et dit à lesprit: Je tordonne, au nom de Jésus-Christ, de sortir delle. Et il sortit à lheure même."
ACT.16.19,"Buna bamona ni kivuvu kya bawu bakala bongila mbongu kitotini, hanga bapfumu ba mwana mukhetu wuna babakwati Pholu yi Silasi amana bababulumuni hana mbasi, kuna thwala ya bapfumu ba mbanza.","Les maîtres de la servante, voyant disparaître lespoir de leur gain, se saisirent de Paul et de Silas, et les traînèrent sur la place publique devant les magistrats."
ACT.16.20,Babasongidi kwena bazusi ba Loma amana bazimbudi: «Batu baba babati kotisa mvwalangani mu mbanza yetu. Bayuta benina.,"Ils les présentèrent aux préteurs, en disant: Ces hommes troublent notre ville;."
ACT.16.21,"amana babati longa mikuku mya pha mina batulombiku keti mu ku tambwasa, keti kusadila kwena betu thwenina bisi Loma.».","ce sont des Juifs, qui annoncent des coutumes quil ne nous est permis ni de recevoir ni de suivre, à nous qui sommes Romains."
ACT.16.22,Mulumba-lumba wa batu phi wábabalukila. Hanga bazusi babawomwasi miledi amana bahani muswa ni babadiphula mafimbu.,"La foule se souleva aussi contre eux, et les préteurs, ayant fait arracher leurs vêtements, ordonnèrent quon les battît de verges."
ACT.16.23,"Ku manima ma kubadiphula lawu dya mafimbu, bábatimbula mu boloku, balombi kwena tsinzidi ni kabatalaka mboti-mboti.","Après quon les eut chargés de coups, ils les jetèrent en prison, en recommandant au geôlier de les garder sûrement."
ACT.16.24,"Buna kabonga muswa wuna, wábakotisa mu suku dina dyákala kuna tsuka ya boloku amana wábakotisa malu muna phophu.","Le geôlier, ayant reçu cet ordre, les jeta dans la prison intérieure, et leur mit les ceps aux pieds."
ACT.16.25,"Muna kisuku, Pholu yi Silasi bakala lombila yi kuyimbila kikuma kya kuzatula Nzambi; batu bahika ba boloku bakala bayuka.","Vers le milieu de la nuit, Paul et Silas priaient et chantaient les louanges de Dieu, et les prisonniers les entendaient."
ACT.16.26,"Muna mbala mosi, mafu máningana ngolu, mipfundila mya boloku myáningana. Muna tangwa meni dina, mwelu myosu mya batu ba boloku myákanguka, amana misinga myosu myátabuka.","Tout à coup il se fit un grand tremblement de terre, en sorte que les fondements de la prison furent ébranlés; au même instant, toutes les portes souvrirent, et les liens de tous les prisonniers furent rompus."
ACT.16.27,"Tsinzidi wátokama, amana buna kámona ni mwelu mya boloku mya kukangula, wáhola mbedi ya phoku yandi; kázola ni kadihonda, kikuma kákabanza ni bakwa boloku bátina.","Le geôlier se réveilla, et, lorsquil vit les portes de la prison ouvertes, il tira son épée et allait se tuer, pensant que les prisonniers sétaient enfuis."
ACT.16.28,Kaasi Pholu wákalunga: «Wudihekaku phasi! Hatwenina betu boosu!».,"Mais Paul cria dune voix forte: Ne te fais point de mal, nous sommes tous ici."
ACT.16.29,"Hanga tsinzidi wulombi mwinda, wákota thinu amana wábwa kuna thwala ya Pholu yi Silasi, kuna yi kutekitaka.","Alors le geôlier, ayant demandé de la lumière, entra précipitamment, et se jeta tout tremblant aux pieds de Paul et de Silas;."
ACT.16.30,"Wabanata ku nzila amana wuzimbudi: «A bapfumu, biki pfwani yihanga ndangu yihuluka?».","il les fit sortir, et dit: Seigneurs, que faut-il que je fasse pour être sauvé?."
ACT.16.31,"Bamuvutwadini: «Kwikila mwena Pfumu Yesu, wahúluka ngeyi yi nzu yaku.».","Paul et Silas répondirent: Crois au Seigneur Jésus, et tu seras sauvé, toi et ta famille."
ACT.16.32,"Bámulonga ndinga ya Pfumu, yi kwena boosu bana bákala mu nzu yandi.","Et ils lui annoncèrent la parole du Seigneur, ainsi quà tous ceux qui étaient dans sa maison."
ACT.16.33,"Muna tangwa meni dina, muna phipha, wábabonga yandi meni amana wásukula phuta za bawu. Wátambula mbotika, yandi yi boosu bana bákala mu nzu yandi .","Il les prit avec lui, à cette heure même de la nuit, il lava leurs plaies, et aussitôt il fut baptisé, lui et tous les siens."
ACT.16.34,"Wábatombula ku nzu yandi, wábaheka bima bya kudya amana wásephila kumosi yi nzu yandi yosu kikuma kya buna bákwikila mwena Nzambi.","Les ayant conduits dans son logement, il leur servit à manger, et il se réjouit avec toute sa famille de ce quil avait cru en Dieu."
ACT.16.35,"Tangwa kwakhya kuma, bazusi ba Loma bátuma basuta benda zimbula kwena tsinzidi: «Bayambwadila batu bana.».","Quand il fit jour, les préteurs envoyèrent les licteurs pour dire au geôlier: Relâche ces hommes."
ACT.16.36,"Tsinzidi wátudisa muluwa kwena Pholu mu kuzimbula: «Bazusi bazimbudi ni balubula; buthwena, lubukenu amana lwenda mu ngemba.».","Et le geôlier annonça la chose à Paul: Les préteurs ont envoyé dire quon vous relâchât; maintenant donc sortez, et allez en paix."
ACT.16.37,"Kaasi Pholu kábavutwala bwabu: «Ku manima ma kutubetisa fimbu mu mesu ma batu, konda kutusambisa, betu batu thwena bakwa mbedi ya Loma ! Batutimbudi mu boloku. Amana buthwena, bazodi ni batukula mu kitsweki? Loni! Bisa tulubula bawu meni!».","Mais Paul dit aux licteurs: Après nous avoir battus de verges publiquement et sans jugement, nous qui sommes Romains, ils nous ont jetés en prison, et maintenant ils nous font sortir secrètement! Il nen sera pas ainsi. Quils viennent eux-mêmes nous mettre en liberté."
ACT.16.38,"Basuta bánata ndinga zina kwena bazusi ba Loma, bawu, bweya bwábakwata mu kuyuka ni bisi mbedi ya Loma bákala.","Les licteurs rapportèrent ces paroles aux préteurs, qui furent effrayés en apprenant quils étaient Romains."
ACT.16.39,"Bisa babokwadila amana bábasula, yi kubalombaka ni bakatuka mu mbanza.","Ils vinrent les apaiser, et ils les mirent en liberté, en les priant de quitter la ville."
ACT.16.40,"Tangwa bálubuka mu boloku, Pholu yi Silasi, bénda ku nzu ya Didya. Buna bábamona, babasyamisa baphangi amana bénda.","Quand ils furent sortis de la prison, ils entrèrent chez Lydie, et, après avoir vu et exhorté les frères, ils partirent."
ACT.17.1,"Kunima kulutila mu nzila ya Afiphodisi yi Apholoniya, bátula ku Tesalonika kuna kwákala nzu ya kimvuka ya Bayuta.","Paul et Silas passèrent par Amphipolis et Apollonie, et ils arrivèrent à Thessalonique, où les Juifs avaient une synagogue."
ACT.17.2,"Pholu wénda kwakuna, bwosu buna kayikana. Kitesu kya masabata matatu kakala zonzila, kumosi yi bawu, mambu mana matadidi Masonuku.","Paul y entra, selon sa coutume. Pendant trois sabbats, il discuta avec eux, daprès les Écritures."
ACT.17.3,"kákalama babangwamina mu kusongila ni Kidisitu káfwana kunyokuka amana kafutumuka ha kati dya bafwa. Wuzimbudini: «Yesu wuna yibati lusamwana, yandi wuna Kidisitu.».","expliquant et établissant que le Christ devait souffrir et ressusciter des morts. Et Jésus que je vous annonce, disait-il, cest lui qui est le Christ."
ACT.17.4,Ndambu ya bayuta hana kati dya bawu bátambwasama amana bákhundakana kwena Pholu yi Silasi. Phila mosi yi bisi Ngeleti balawu bana bakala kumisa Nzambi yi bakhetu bahika ba luzitu.,"Quelques-uns dentre eux furent persuadés, et se joignirent à Paul et à Silas, ainsi quune grande multitude de Grecs craignant Dieu, et beaucoup de femmes de qualité."
ACT.17.5,"Kaasi Bayuta báyuka kiphala, bábonga ndambu ya bayakala bambi, bana bisi telama muna balabala, hanga balubudi mathata muna kibuka yi mvwalangani muna mbanza. Bénda kuna nzu ya Yasoni mu kusanda Pholu yi Silasi ndangu babanata ku mesu ma batu.","Mais les Juifs, jaloux prirent avec eux quelques méchants hommes de la populace, provoquèrent des attroupements, et répandirent lagitation dans la ville. Ils se portèrent à la maison de Jason, et ils cherchèrent Paul et Silas, pour les amener vers le peuple."
ACT.17.6,"Kaasi bábawanaku; hanga babanati Yasoni yi ndambu ya baphangi bahika bakala hana ku thwala ya bazusi ba mbanza, amana báyandika kukalunga: «Batu baba bavwadingisini tsi yosu, buthwena, batudi haka!.","Ne les ayant pas trouvés, ils traînèrent Jason et quelques frères devant les magistrats de la ville, en criant: Ces gens, qui ont bouleversé le monde, sont aussi venus ici, et Jason les a reçus."
ACT.17.7,"Amana Yasoni wubayambiki kuna nzu yandi! Boosu babati sala mambu mafwananiku yi mitsiku mya Khayisala, mukuma babati zimbula ni henina yi kyamvu wahika, Yesu!».","Ils agissent tous contre les édits de César, disant quil y a un autre roi, Jésus."
ACT.17.8,Ndinga meni zina zibavwadingisi mulumba-lumba wa batu yi bazusi ba mbanza.,Par ces paroles ils émurent la foule et les magistrats.
ACT.17.9,"Kunima dya kubafutisa mbongu, Yasoni yi batu bahika, bábayambwadila.",qui ne laissèrent aller Jason et les autres quaprès avoir obtenu deux une caution.
ACT.17.10,"Buna yabwa phipha, hanga baphangi babahitiki Pholu yi Silasi ku Bele. Mu kutula kwa bawu, bénda ku nzu ya kimvuka ya Bayuta.","Aussitôt les frères firent partir de nuit Paul et Silas pour Bérée. Lorsquils furent arrivés, ils entrèrent dans la synagogue des Juifs."
ACT.17.11,"Baba-baba bákala yi tsambu ya kubayamba kuluta bana bákala ku Tesalonika; báyambaya Ndinga ya Nzambi yi luzolu lwa mboti mu kulongukaka kosu kilumbu Masonuku, ndangu bazaya yukani mambu mana babati balonga ma kyedika menina.","Ces Juifs avaient des sentiments plus nobles que ceux de Thessalonique; ils reçurent la parole avec beaucoup dempressement, et ils examinaient chaque jour les Écritures, pour voir si ce quon leur disait était exact."
ACT.17.12,"Balawu hana kati dya bawu, bákituka bakwikidi. Phila mosi yi bisi Ngeleti ba bakhetu ba luzitu yi bayakala balawu.","Plusieurs dentre eux crurent, ainsi que beaucoup de femmes grecques de distinction, et beaucoup dhommes."
ACT.17.13,"Kaasi tangwa báyuka, Bayuta ba ku Tesalonika, ni Pholu kabati samuna hika ndinga ya Nzambi ku Bele, bísa hika kwakuna, ndangu bavwadingisa milumba-lumba mya batu.","Mais, quand les Juifs de Thessalonique surent que Paul annonçait aussi à Bérée la parole de Dieu, ils vinrent y agiter la foule."
ACT.17.14,Hanga baphangi bámuhitika Pholu ku sabu dya yanga dya mbuta; kaasi Silasi yi Thimoti básala kuna Bele.,Alors les frères firent aussitôt partir Paul du côté de la mer; Silas et Timothée restèrent à Bérée.
ACT.17.15,"Bana bakala munata Pholu, bénda yandi yi kuna Ateni, kunima dya kuvutuka kwa bawu ku Bele, batu meni babana bisa yi muswa wuna kábaheka Pholu kikuma kya Silasi yi Thimoti ndangu bamulanda tswalu.","Ceux qui accompagnaient Paul le conduisirent jusquà Athènes. Puis ils sen retournèrent, chargés de transmettre à Silas et à Timothée lordre de le rejoindre au plus tôt."
ACT.17.16,"Muna tangwa medina, Pholu kakala bahingila Silasi yi Thimoti kuna Ateni, kámona ni mbanza yina yabasa yi banzambi ba biteki, hanga wuyuki phasi lawu ku mbundu.","Comme Paul les attendait à Athènes, il sentait au-dedans de lui son esprit sirriter, à la vue de cette ville pleine didoles."
ACT.17.17,"Kakala solula yi Bayuta yi bana bakala kumisa Nzambi mu nzu ya kimvuka ya Bayuta, amana kosu kilumbu, kakala solula yi bana kakala wana mu mazandu.","Il sentretenait donc dans la synagogue avec les Juifs et les hommes craignant Dieu, et sur la place publique chaque jour avec ceux quil rencontrait."
ACT.17.18,Ndambu ya batu ba mayedi ba ephikidiye yi ba sitoyisye bayandika mu kuyambila yi yandi. Bahika bakala zimbula: «Biki disongidila dya malokosi mama?» Bakwawu bazimbudi: «Ngatu mulongi mosi wa banzambi ba banzenza wubati longa.» Mukuma Pholu kakala samuna Musamu wa Bukheti wa Yesu yi wuna wa lufutumuku .,"Quelques philosophes épicuriens et stoïciens se mirent à parler avec lui. Et les uns disaient: Que veut dire ce discoureur? Dautres, lentendant annoncer Jésus et la résurrection, disaient: Il semble quil annonce des divinités étrangères."
ACT.17.19,"Hanga bamubongi, bamunati ku Ayelophazi amana bamuzimbwadini: «Fwani twazaya keti khi mawu malongi mapha mana wubati zonzila?.","Alors ils le prirent, et le menèrent à lAréopage, en disant: Pourrions-nous savoir quelle est cette nouvelle doctrine que tu enseignes?."
ACT.17.20,Mukuma mambu ma kuyituka wubati zonzila mu matu ma betu. Tuzodi twazaya thendula ya mawu.».,Car tu nous fais entendre des choses étranges. Nous voudrions donc savoir ce que cela peut être.
ACT.17.21,"Kikuma, bisi Ateni yi banzenza bana bakala zingila ha kati dya bawu bakala lutisa tangwa dya bawu dyosu mu kumenika holo kuyuka mambu mana mapha.","Or, tous les Athéniens et les étrangers demeurant à Athènes ne passaient leur temps quà dire ou à écouter des nouvelles."
ACT.17.22,"Pholu wátelama hana kati dya Ayelophazi, wuzimbudi: «Bisi Ateni, mboni ni batu ba kinzambi lwenina muna mambu moosu.","Paul, debout au milieu de lAréopage, dit: Hommes Athéniens, je vous trouve à tous égards extrêmement religieux."
ACT.17.23,"Kikuma mu kuluta khadikini, mboni bima byenu bya bisambu, amana mboni phi yi mesa ma kimenga básonika bwabu: Kwena nzambi wuna kazayakaniku. Disongidila ni lwisi mufukamina konda kumuzaya, yandi wuna mbati lusamwana meni.","Car, en parcourant votre ville et en considérant les objets de votre dévotion, jai même découvert un autel avec cette inscription: A un dieu inconnu! Ce que vous révérez sans le connaître, cest ce que je vous annonce."
ACT.17.24,"Nzambi wuna wáhanga tsi yi byosu bina byeninamwa, yandi wenina Pfumu wa zilu yi wa tsi, kisiku zingila mu nzu za Nzambi zina bátungila mu moku ma batu;.","Le Dieu qui a fait le monde et tout ce qui sy trouve, étant le Seigneur du ciel et de la terre, nhabite point dans des temples faits de main dhomme;."
ACT.17.25,"bisiku muheka bima bituki mu moku ma batu, hanga wuna wisi konda kima, yandi wisi baheka luzingu kwena boosu, mwela yi bima byosu.","il nest point servi par des mains humaines, comme sil avait besoin de quoi que ce soit, lui qui donne à tous la vie, la respiration, et toutes choses."
ACT.17.26,"Muna nzila ya mutu mosi káhangila makanda moosu ma batu, baba bisi zingila mu tsi yosu, amana wáyidika matangwa yi muma muna bafwani kuzingila.","Il a fait que tous les hommes, sortis dun seul sang, habitassent sur toute la surface de la terre, ayant déterminé la durée des temps et les bornes de leur demeure;."
ACT.17.27,"ndangu bamusanda Nzambi, ngatu bafwani kumumona mu kubabata. Kinga yandi kisiku kala kyana yi mosi yi mosi wa betu.","il a voulu quils cherchassent le Seigneur, et quils sefforçassent de le trouver en tâtonnant, bien quil ne soit pas loin de chacun de nous."
ACT.17.28,"Mukuma: Mwena yandi thwisi zingila, thwisi ninganina amana thwenina; Bwabuna bázimbula phi ndambu ya basoniki benu: Betu phi thwenina khuna ya yandi .","car en lui nous avons la vie, le mouvement, et lêtre. Cest ce quont dit aussi quelques-uns de vos poètes: De lui nous sommes la race…."
ACT.17.29,"Yukani kikanda kya Nzambi thwenina, twalendaku banza ni bunzambi bwenina hanga wolu, hanga ndisu holo hanga matadi mana bisi hala kwena batu yi mabanza ma kimutu.","Ainsi donc, étant la race de Dieu, nous ne devons pas croire que la divinité soit semblable à de lor, à de largent, ou à de la pierre, sculptés par lart et lindustrie de lhomme."
ACT.17.30,"Kaasi Nzambi, kisiku tala hika tangwa dina dya kukonda mazaya, buthwena, kabati tela batu boosu, muma mwosu, ndangu basoba bikalulu .","Dieu, sans tenir compte des temps dignorance, annonce maintenant à tous les hommes, en tous lieux, quils aient à se repentir."
ACT.17.31,"Kikuma wásya kilumbu kina kasámbisa tsi ya batu yosu mu masonga; mu nzila ya mutu wuna kásola, amana wáhana kambangu kwena batu boosu, mu kumufutumuna ha kati dya bafwa!».","parce quil a fixé un jour où il jugera le monde selon la justice, par lhomme quil a désigné, ce dont il a donné à tous une preuve certaine en le ressuscitant des morts…."
ACT.17.32,"Buna báyuka kuzonzila lufutumuku lwa bafwa, bahika bámuseya, bakwawu bazimbudi: «Mbala yahika nana twayúka mambu mana.».","Lorsquils entendirent parler de résurrection des morts, les uns se moquèrent, et les autres dirent: Nous tentendrons là-dessus une autre fois."
ACT.17.33,Bwabuna kálubukila Pholu ha kati dya bawu.,Ainsi Paul se retira du milieu deux.
ACT.17.34,"Mbatanana buna, ndambu ya batu bahika, bákhundakana kwena yandi amana bákituka bakwikidi. Muna kati dya bawu, mwákala yi Tenisi, mukwa kibuka kya Ayelophazi, yi ngudi mosi khumbu yandi Tamadiya yi batu bahika.","Quelques-uns néanmoins sattachèrent à lui et crurent, Denys laréopagite, une femme nommée Damaris, et dautres avec eux."
ACT.18.1,"Ku manima ma bwabuna, Pholu wákatuka ku Ateni, wénda ku Khoditu .","Après cela, Paul partit dAthènes, et se rendit à Corinthe."
ACT.18.2,"Káwana kwakuna, Muyuta mosi khumbu yandi Akilasi, mwisi kizunga kya Photi , wisi tula nana tukidila ku Kitadi yi mukhetu wandi Phisikila, kikuma Kodi káhana muswa ni Bayuta boosu bakatuka ku Loma. Hanga Pholu wendi kuna bákala;.","Il y trouva un Juif nommé Aquilas, originaire du Pont, récemment arrivé dItalie avec sa femme Priscille, parce que Claude avait ordonné à tous les Juifs de sortir de Rome. Il se lia avec eux;."
ACT.18.3,"bwosu kakala sala kisalu kimosi yi bawu, wázakala kuna nzu ya bawu mu kusala kisalu: bákala bayidiki ba masombolu.","et, comme il avait le même métier, il demeura chez eux et y travailla: ils étaient faiseurs de tentes."
ACT.18.4,"Kosu sabata, kakala bonga ndinga muna nzu ya kimvuka ya Bayuta amana kakala sanda mu kukwikisa Bayuta yi bisi Ngeleti.","Paul discourait dans la synagogue chaque sabbat, et il persuadait des Juifs et des Grecs."
ACT.18.5,"Kaasi buna bákulumuka, Silasi yi Thimoti tukidila ku Masetwani, Pholu wádihana kimakulu mu kulonga Ndinga ya Nzambi; kakala tendula kwena Bayuta ni Yesu kenina Kidisitu.","Mais quand Silas et Timothée furent arrivés de la Macédoine, il se donna tout entier à la parole, attestant aux Juifs que Jésus était le Christ."
