language,iso_code,variety,region,source,source_url,retrieved_at,record_id,reference,source_text,target_language,target_text,target_text_raw,unit_type,domain,licence,review_status,quality_flags,notes
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,eece09914b4d7c01,kit15k:1492,À quelle vitesse vole cet oiseau ?,Congo Swahili,Ndege hii ina ruka kwa kasi ya mwendo gani?,Ndege hii ina ruka kwa kasi ya mwendo gani?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,053a1b51dd112ec7,kit15k:1493,Je ne veux pas être riche. Je ne veux juste pas être pauvre.,Congo Swahili,Siwezi kuwa tajiri. Sitaki kuwa maskini.,Siwezi kuwa tajiri. Sitaki kuwa maskini.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,131a9ee65bba9d8e,kit15k:1494,Tes chaussures sont ici.,Congo Swahili,Viatu zako ziko hapa.,Viatu zako ziko hapa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,3425a76cc61d2a7b,kit15k:1495,C'est son cheval.,Congo Swahili,NI farasi wake.,NI farasi wake.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,2bf838ba24343eef,kit15k:1496,Je suis juste un simple instituteur.,Congo Swahili,Mimi ni mwalimu wa kawaida tu.,Mimi ni mwalimu wa kawaida tu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,ec00e1e5c0d3c1f7,kit15k:1497,Tom savait que Mary avait embrassé John.,Congo Swahili,Tom ali jua kuwa Mary ali kumbatia John.,Tom ali jua kuwa Mary ali kumbatia John.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,bf8a20c2665baa3f,kit15k:1498,C'est quelqu'un qui a du bon sens.,Congo Swahili,Ni mtu aliye na hisia nzuri.,Ni mtu aliye na hisia nzuri.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,7b78c611e2ad5617,kit15k:1499,Ça te dérange si j'allume une cigarette ?,Congo Swahili,Ina kusumbua kama na washa sigara?,Ina kusumbua kama na washa sigara?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,7527860d10dbdfd3,kit15k:1500,Personne ne me respecte.,Congo Swahili,Hakuna mtu anaye ni heshimu.,Hakuna mtu anaye ni heshimu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,7f36356c7f2ae34e,kit15k:1501,Il a terminé son travail.,Congo Swahili,Ali maliza kazi yake.,Ali maliza kazi yake.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,2a9c266d472b995d,kit15k:1502,Tom vient de faire un coup de circuit.,Congo Swahili,Tom ali sababisha msukumo wa umeme.,Tom ali sababisha msukumo wa umeme.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,348f1c06f9cfbe00,kit15k:1503,J'ai des nouvelles de ma mère tous les mois.,Congo Swahili,Niko na habari za mama yangu kila mwezi.,Niko na habari za mama yangu kila mwezi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,4aa490b96f784c56,kit15k:1504,Maintenant c'est un problème.,Congo Swahili,Ni shida kwa sasa.,Ni shida kwa sasa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,e7ae72edd4af915e,kit15k:1505,Je ne t'ai jamais vu cuisiner. Sais-tu vraiment cuisiner quelque chose ?,Congo Swahili,Siku tarajia utakuwa mpishi. Una jua kupika kitu chochote?,Siku tarajia utakuwa mpishi. Una jua kupika kitu chochote?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,947843fb1514d8f6,kit15k:1506,Les informations l'ont anéanti.,Congo Swahili,Habari zili mchanganya.,Habari zili mchanganya.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,87e8fafc3ac616fa,kit15k:1507,Je pensais que vous seriez heureuses.,Congo Swahili,siku dhani kama uta furaiya.,siku dhani kama uta furaiya.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,5aec565ee9b780e4,kit15k:1508,Je ne connais aucun de ses frères.,Congo Swahili,Sijui hata ndugu yangu mmoja.,Sijui hata ndugu yangu mmoja.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,099d16e09fe1c810,kit15k:1509,C'est un problème de maths difficile.,Congo Swahili,Ni tatizo la ugumu wa hesabu.,Ni tatizo la ugumu wa hesabu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,750fa571bd2d55b5,kit15k:1510,"Cela, tu le regretteras.",Congo Swahili,"Hilo, uta shangaa.","Hilo, uta shangaa.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,853c624c65b67080,kit15k:1511,Quand a-t-elle cassé la fenêtre ?,Congo Swahili,Ali vunja dirisha lini?,Ali vunja dirisha lini?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,0fafd75f96b6dc65,kit15k:1512,Il vient seul.,Congo Swahili,Alikuja mwenyewe.,Alikuja mwenyewe.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,b19d8ecd85496c74,kit15k:1513,Nous ne sommes pas en colère.,Congo Swahili,Hatuko na asira.,Hatuko na asira.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,1de7733862a57fd0,kit15k:1514,Je manque de temps.,Congo Swahili,Sina wakati.,Sina wakati.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,3e21e99e6cf0ce5e,kit15k:1515,Tom a environ trente ans.,Congo Swahili,Tom ako na miaka makumi tatu.,Tom ako na miaka makumi tatu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,67846b0767e59ae6,kit15k:1516,Est-ce que tu regardais la télé hier soir à neuf heures ?,Congo Swahili,Je uli angalia runinga jana jioni saa tatu?,Je uli angalia runinga jana jioni saa tatu?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,9f112cf6ea9c9af0,kit15k:1517,Tom sera là ce soir.,Congo Swahili,Tom ata kuweko leo jioni.,Tom ata kuweko leo jioni.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,a0fdf3385c83ce18,kit15k:1518,Je n'étais pas préparée à cette surprise.,Congo Swahili,Siku tarajia hii itokee hivi.,Siku tarajia hii itokee hivi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,28bd1ce3aef1e8a9,kit15k:1519,"Parlez plus fort, s'il vous plait.",Congo Swahili,"Ongea kwa sauti, tafadhali.","Ongea kwa sauti, tafadhali.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,edecbe3ce962bc07,kit15k:1520,Donne-moi un exemplaire de ce livre.,Congo Swahili,Nipe nakala ya hiki kitabu.,Nipe nakala ya hiki kitabu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,f8848e0c3475cdd6,kit15k:1521,Tirez un trait sur votre feuille de papier.,Congo Swahili,Piga kistari kwenye karatasi.,Piga kistari kwenye karatasi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,55aa399d5c3bea58,kit15k:1522,J'aimerais te voir avant de partir pour l'Europe.,Congo Swahili,Nita penda kukuona kabla niende Ulaya.,Nita penda kukuona kabla niende Ulaya.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,082a12f9943d9d06,kit15k:1523,C'est ton livre.,Congo Swahili,Ni kitabu chako.,Ni kitabu chako.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,2707e278f29e1695,kit15k:1524,Veuillez reculer s'il vous plaît.,Congo Swahili,Naomba urudi nyuma tafadhali.,Naomba urudi nyuma tafadhali.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,613bee5d060e31fe,kit15k:1525,Impossible !,Congo Swahili,Hai wezekani!,Hai wezekani!,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,9c34f2fad86ead15,kit15k:1526,Nous le peindrons.,Congo Swahili,Tuta paka rangi.,Tuta paka rangi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,09c8ecb15d49078f,kit15k:1527,Tom en était sûr.,Congo Swahili,Tom alikuwa tayari.,Tom alikuwa tayari.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,73c5baa52e47640d,kit15k:1528,J'ai dit que tout allait bien.,Congo Swahili,Nili sema itakuwa muzuri.,Nili sema itakuwa muzuri.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,97cb96bf9c7fe4a7,kit15k:1529,Ton sac à dos est sur mon bureau.,Congo Swahili,Mfuko wako wa mgongo uko ndani ya ofisi yangu.,Mfuko wako wa mgongo uko ndani ya ofisi yangu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,43aa0f0afb23b6a0,kit15k:1530,Je ne peux pas te dire pendant combien de temps j'ai attendu ça.,Congo Swahili,Siwezi kusema nili mara ngapi nimesikia hiyo.,Siwezi kusema nili mara ngapi nimesikia hiyo.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,1578f8785842b40a,kit15k:1532,Elle pleure.,Congo Swahili,Ali lia.,Ali lia.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,5602370d844ed755,kit15k:1533,"Si pas maintenant, alors quand ?",Congo Swahili,"Kama si sasa, ni lini basi?","Kama si sasa, ni lini basi?",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,ee3b88df0ecd01fa,kit15k:1534,J'ai mal ici.,Congo Swahili,Na isi vibaya hapa.,Na isi vibaya hapa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,affe77987f19cc6b,kit15k:1535,"Tout ce que Jacques fait, c'est de dormir.",Congo Swahili,"Anacho fanya tu Jacques, ni kulala tu.","Anacho fanya tu Jacques, ni kulala tu.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,ca96ba9b763a69cf,kit15k:1536,Ça pourrait durer longtemps.,Congo Swahili,inge chukua mda mrefu.,inge chukua mda mrefu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,a3bed390dc8bedb5,kit15k:1537,Tom ne peut rien y faire.,Congo Swahili,Tom hawezi fanya lolote.,Tom hawezi fanya lolote.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,ee1aead93f9bf70a,kit15k:1538,Je ne parle pas l'espagnol.,Congo Swahili,Si ongei Espanyole.,Si ongei Espanyole.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,788be0a37dcf11ac,kit15k:1539,Nous faisons tout ce que nous pouvons pour retrouver votre fils.,Congo Swahili,Tuna fanya lolote liwezekanalo ili tupate mtoto wako.,Tuna fanya lolote liwezekanalo ili tupate mtoto wako.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,e9cefe59e4fb0ca5,kit15k:1540,Les jeunes gens ont tendance à aller trop loin.,Congo Swahili,Vijana wana tabia ya kwenda mbali.,Vijana wana tabia ya kwenda mbali.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,ab37ae674a7c6ed6,kit15k:1541,"Il fait vraiment froid, ce soir.",Congo Swahili,"Leo jioni, kuna baridi sana.","Leo jioni, kuna baridi sana.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,46139ebffdd78977,kit15k:1542,Combien d'années a cette télé ?,Congo Swahili,Hii runinga ina miaka mingapi?,Hii runinga ina miaka mingapi?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,94819be7b7e944ce,kit15k:1543,Ma mère était souvent en colère contre nous.,Congo Swahili,Mama yangu alikuwa ana tu kasirikia kila wakati.,Mama yangu alikuwa ana tu kasirikia kila wakati.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,2172774a98b7af64,kit15k:1544,Qui a inventé cela ?,Congo Swahili,Nani ali buni ile?,Nani ali buni ile?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,ca2fc4c9f28cb3bd,kit15k:1545,Tom sait comment gagner.,Congo Swahili,Tom anajua ku shinda.,Tom anajua ku shinda.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,98a298901fefb440,kit15k:1546,Est-ce un vrai diamant ?,Congo Swahili,Je nia almasi nzuri i?,Je nia almasi nzuri i?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,617cf3af6caf70a3,kit15k:1547,Jim ne viendra pas aujourd'hui.,Congo Swahili,Jim hata kuja leo.,Jim hata kuja leo.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,5a4e6e147b53c3aa,kit15k:1548,Cet arbre est haut.,Congo Swahili,Mti huu ni mrefu.,Mti huu ni mrefu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,82b274a43f3e58ce,kit15k:1549,Elle a de beaux yeux.,Congo Swahili,Ana macho mazuri.,Ana macho mazuri.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,c3e72a2358172159,kit15k:1550,Ce mot a un double sens.,Congo Swahili,Neno hili lina maana mbili.,Neno hili lina maana mbili.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,5c5aeb4466ba43a3,kit15k:1551,Aimes-tu ton chien chaud ?,Congo Swahili,Una penda imbwa wako mwenye joto ?,Una penda imbwa wako mwenye joto ?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,ff045de88a6f2533,kit15k:1552,Il va accepter votre offre.,Congo Swahili,Atakubali pendekezo lako.,Atakubali pendekezo lako.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,ea2fd8da6fbc5d26,kit15k:1553,Tom devrait vraiment étudier le français.,Congo Swahili,Tom ali staili kusoma Kifaransa.,Tom ali staili kusoma Kifaransa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,54ac6a46095eb944,kit15k:1554,J'ai trouvé ce test difficile.,Congo Swahili,Niliona mtiani huu kuwa mgumu.,Niliona mtiani huu kuwa mgumu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,2b5b1b2b1f374341,kit15k:1555,Il donnerait jusqu'à sa dernière chemise.,Congo Swahili,Ata peana hadi shati yake ya mwisho.,Ata peana hadi shati yake ya mwisho.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit15k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,6d1244dbe0f74b0a,kit15k:1556,Qu'en penses-tu ?,Congo Swahili,Una fikiria nini ?,Una fikiria nini ?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
