verse_key,shr,fr
SNG.5.11,"Irhwe lyâge lya masholo gacîre bwenêne, emviri zâge, mashami ga mirhanda, nyîru-nyîru aka hungwe .","Sa tête est de lor pur; Ses boucles sont flottantes, Noires comme le corbeau."
SNG.5.12,"Amasù gâge nka ngûkù, oku mîshi omu lwôgero, nka kulyâla ziyôga omu marhà, nka kulya zigwa omu nyanja.","Ses yeux sont comme des colombes au bord des ruisseaux, Se baignant dans le lait, Reposant au sein de labondance."
SNG.5.13,"Amarhama gâge nka malingo ga mubono-bono, nka ntondo za bukù. Akanwa kâge nka bwâso bwa lisi, amavurha gayenga garhabamwo izâbyo.","Ses joues sont comme un parterre daromates, Une couche de plantes odorantes; Ses lèvres sont des lis, Doù découle la myrrhe."
SNG.5.14,"Enfune zâge nshangabuye za masholo, ziyunjwîre mabuye ge Tarsis, enda yâge eri nka muntinda gwihembe, guli nka kulya baguyambika enjuma ze Safiri.","Ses mains sont des anneaux dor, Garnis de chrysolithes; Son corps est de livoire poli, Couvert de saphirs;."
SNG.5.15,"Amagulu gâge nka nkingi za mabuye mêru, nkingi ziyimangire oku masholo gacîre bwenêne. Enshusho yâge, kwo ashushire aka Libano , ntwâli nka nduluma.","Ses jambes sont des colonnes de marbre blanc, Posées sur des bases dor pur. Son aspect est comme le Liban, Distingué comme les cèdres."
SNG.5.16,"Emyanzi yâge minunu-minunu, naye yêne mushagalusa; kwo ali ntyo Omuzigirwa wâni, kwo ali ntyo omulume wâni, wâni mwe banyere be Yeruzalemi.","Son palais nest que douceur, Et toute sa personne est pleine de charme. Tel est mon bien-aimé, tel est mon ami, Filles de Jérusalem!."
SNG.6.1,"Ngahi Omuzigirwa wâwe ajirage, wâni Mwinjà-Olushire abandi bakazi? Ngahi ayêrekirage, Omuzigirwa wâwe, rhumulonze haguma nâwe?.","Où est allé ton bien-aimé, O la plus belle des femmes? De quel côté ton bien-aimé sest-il dirigé? Nous le chercherons avec toi."
SNG.6.2,"Omuzigirwa wâni ayandagalîre omu busâne bwâge, omu mivungiro yahumula bwinjà, kulonza mpu ayâbulire obusò bwâge omu busâne, anahumbûle obwâso bwa Lisi.","Mon bien-aimé est descendu à son jardin, Au parterre daromates, Pour faire paître son troupeau dans les jardins, Et pour cueillir des lis."
SNG.6.3,"Niono ndi wa Muzigirwa wâni, naye Muzigirwa wâni ali wâni. Ayâbulire obusò bwâge omu mauwa ga lisi.","Je suis à mon bien-aimé, et mon bien-aimé est à moi; Il fait paître son troupeau parmi les lis."
SNG.6.4,"Mwîra-kazi wâni, kwo oyinjiha aka Tirsa, kwo osoleha aka Yeruzalemu. We côbohwa nkengabo zamatabâro.","Tu es belle, mon amie, comme Thirtsa, Agréable comme Jérusalem, Mais terrible comme des troupes sous leurs bannières."
SNG.6.5,"Orhandole ntya, amasù ogwêrhe gamambuza omurhima. Emviri zikuli oku irhwe busô bwa mpene, kula bunahona oku mwandagalo gwa Galadi.","Détourne de moi tes yeux, car ils me troublent. Tes cheveux sont comme un troupeau de chèvres, Suspendues aux flancs de Galaad."
SNG.6.6,"Amîno ogwêrhe, busô bwa bibuzi, kula bisôka byarhenga omu izîko. Ngasi ciguma necâbo comu mahasha, na ntà mwîhala gubirimwo.","Tes dents sont comme un troupeau de brebis, Qui remontent de labreuvoir; Toutes portent des jumeaux, Aucune delles nest stérile."
SNG.6.7,"Amarhama gâwe nka mpande za gerenadi, omu mushangi gukuli ebusù.","Ta joue est comme une moitié de grenade, Derrière ton voile…."
SNG.6.8,"Abagoli bali makumi-gali ndarhu, abakazi baherula bali makumi gali munâni, nabâna-nyere mwandu.","Il y a soixante reines, quatre-vingts concubines, Et des jeunes filles sans nombre."
SNG.6.9,"Engûkù yâni eri nguma . Muguma-obûla-ishembo ali muguma nie nnaye. Ali wago-wago omu mwâbo, murhonyi womuzîre wamuburhaga Abahya bamubwîne bàmusîma. Abagoli nabakazi baherula bamuyûnamira.","Une seule est ma colombe, ma parfaite; Elle est lunique de sa mère, La préférée de celle qui lui donna le jour. Les jeunes filles la voient, et la disent heureuse; Les reines et les concubines aussi, et elles la louent."
SNG.6.10,"mpu : «ye ndi oyo oyishire nka mucêra-cêra, mwinjà nka mwêzi. Ayisha amoleka nkizûba, mudârhi nka ngabo za balwî ».","Qui est celle qui apparaît comme laurore, Belle comme la lune, pure comme le soleil, Mais terrible comme des troupes sous leurs bannières?."
SNG.6.11,"Nayandagalira omu busâni bwamalehe nti ndole oku emburho yamera omu lubanda, nti ndole oku emizâbîbu yashabuka nti ndole erhi emirehe ekola yâyâsa.","Je suis descendue au jardin des noyers, Pour voir la verdure de la vallée, Pour voir si la vigne pousse, Si les grenadiers fleurissent."
SNG.6.12,"Ntamanyiri kurhi, … Ci omurhima gwankwêba omu ngâlè zolubaga lwâni, nka murhambo.","Je ne sais, mais mon désir ma rendue semblable Aux chars de mon noble peuple."
SNG.7.1,"Galuka galuka Sulamita , galuka galuka rhukulole ebusù. Cici mwâlolakwo Sulamita mwanasâmira okwo bigamba byombi?.","Reviens, reviens, Sulamithe! Reviens, reviens, afin que nous te regardions. Quavez-vous à regarder la Sulamithe Comme une danse de deux chœurs?."
SNG.7.2,"Alà amagulu gâwe nka gayinjiha omu mikarabanda yâwe, wâni mwâli wa Nnahano!.","Que tes pieds sont beaux dans ta chaussure, fille de prince! Les contours de ta hanche sont comme des colliers, Œuvre des mains dun artiste."
SNG.7.3,Omunyunyu ogwêrhe! kwo guli nka ntabunganwa erhalimwo idivayi. Enda yâwe cirundo ca ngano cizonzirwe nobwâso bwa lisi.,"Ton sein est une coupe arrondie, Où le vin parfumé ne manque pas; Ton corps est un tas de froment, Entouré de lis."
SNG.7.4,"Amabêre gâwe gombi, bâna-hene babirhi, mahasha ga kashafu.","Tes deux seins sont comme deux faons, Comme les jumeaux dune gazelle."
SNG.7.5,"Igosi lyâwe kwo liri nka nkingi yihembe. Amasù gâwe kwo gali akenyôgero za Hesboni, aha muhango gwa Bati-Rabimi. Izulu lyâwe nka munâra gwe Libano muzâmu oyêrekîre e Damasko.","Ton cou est comme une tour divoire; Tes yeux sont comme les étangs de Hesbon, Près de la porte de Bath-Rabbim; Ton nez est comme la tour du Liban, Qui regarde du côté de Damas."
SNG.7.6,Irhwe lyâwe kwo liyimanzire akentondo ya Karmeli; ensirha balilukire kwo ziri nka kaduku. Mwâmi arhonyize emihunga yâwe.,"Ta tête est élevée comme le Carmel, Et les cheveux de ta tête sont comme la pourpre; Un roi est enchaîné par des boucles!…."
SNG.7.7,Nka wayinjiha wâni; nka wasoleha wâni!.,"Que tu es belle, que tu es agréable, O mon amour, au milieu des délices!."
SNG.7.8,"Kwo osogorosire nka murhanda, namabêre gâwe nsisi za murhanda.","Ta taille ressemble au palmier, Et tes seins à des grappes."
SNG.7.9,"Nanaciderha nti narhangishonera oku murhanda, nyankekwo bihadu nka binga. Amabêre gâwe gabè nka nsisi za muzâbîbu, nobwehe bwomûka gwâwe buhumule nkirehe linjà;.","Je me dis: Je monterai sur le palmier, Jen saisirai les rameaux! Que tes seins soient comme les grappes de la vigne, Le parfum de ton souffle comme celui des pommes."
SNG.7.10,"ebinwa byâwe bibè nkirivayi linunu! Liryâla Omuzigirwa wâni akananywa, liryâla akanabêza omu kanwa aha karhî kamîno.","Et ta bouche comme un vin excellent,… Qui coule aisément pour mon bien-aimé, Et glisse sur les lèvres de ceux qui sendorment!."
SNG.7.11,"Niono ndi wa Muzigirwa wâni, nomurhima gwâge emunda ndi guyêrekîre.","Je suis à mon bien-aimé, Et ses désirs se portent vers moi."
SNG.7.12,"Yisha Muzigirwa wâni, yisha rhujè omu mashwa! Mwo rhwajilâla omu bishagala.","Viens, mon bien-aimé, sortons dans les champs, Demeurons dans les villages!."
SNG.7.13,"buca sêzi rhujè omu ishwa lyemizâbîbu. Rhwalola erhi omuzâbîbu gukola gushabusire, erhi kuyâsa gukola gwayâsa, erhi emirhi yengerenadi ekola yayâsa. Lyo nakuhà obuzigire bwâni ago mango.","Dès le matin nous irons aux vignes, Nous verrons si la vigne pousse, si la fleur souvre, Si les grenadiers fleurissent. Là je te donnerai mon amour."
SNG.7.14,"Amandragori gohe gakola gadwîrhe gabaya, namalehe minjà goshi aha lusò garhuli. Amahyâhya namarhanzi, nkubîkirego wâshi Muzigirwa wâni.","Les mandragores répandent leur parfum, Et nous avons à nos portes tous les meilleurs fruits, Nouveaux et anciens: Mon bien-aimé, je les ai gardés pour toi."
SNG.8.1,"Ocibâga mushinja wîrhu, olya wayonkaga ibêre lya nyâmà ! Singa amango nkubuganyire embuga nanakuhôbera abandi barhanangaye.","Oh! Que nes-tu mon frère, Allaité des mamelles de ma mère! Je te rencontrerais dehors, je tembrasserais, Et lon ne me mépriserait pas."
SNG.8.2,Nanakuhêka nkuhise omu mwa nyâmà nâwe onyigîrize. Nankakulabuzize oku irivayi lyâni linjinja noku murhobo gwâni gwengerenadi;.,"Je veux te conduire, tamener à la maison de ma mère; Tu me donneras tes instructions, Et je te ferai boire du vin parfumé, Du moût de mes grenades."
SNG.8.3,"Okuboko kwâge kulembe kwo nshegemire, nokulyo kwâge kwo kunzonzire.","Que sa main gauche soit sous ma tête, Et que sa droite membrasse!."
SNG.8.4,"Banyere be Yeruzalemu, mwe mukasinga, murhatule, murhatule Musîmwa wâni nensa yokushâsha kwâge erhacihika.","Je vous en conjure, filles de Jérusalem, Ne réveillez pas, ne réveillez pas lamour, Avant quelle le veuille."
SNG.8.5,"Mwa ndi ola wayinamuka arhenga omu irungu ayegemîre Omuzigirwa wâge? Ho nakutuliraga aha murhi gwepomi, halya nyoko ayankiraga izîmi lyâwe honênè, halyâla ayankiraga izîmi omuzîre wakuburhaga .","Qui est celle qui monte du désert, Appuyée sur son bien-aimé? Je tai réveillée sous le pommier; Là ta mère ta enfantée, Cest là quelle ta enfantée, quelle ta donné le jour."
SNG.8.6,"Ompire nka ciziriko oku murhima gwâwe, nka ciziriko oku kuboko kwâwe. Bulyâla obuzigire kwo buzibuha nka lufù , emitula yo miguma nokuzimu, naye ye karhagomba. Emyampi yemitula gubà muliro, ngulumira ya Nyamuzinda.","Mets-moi comme un sceau sur ton cœur, Comme un sceau sur ton bras; Car lamour est fort comme la mort, La jalousie est inflexible comme le séjour des morts; Ses ardeurs sont des ardeurs de feu, Une flamme de lÉternel."
SNG.8.7,"Amîshi galuge kurhi, garhazimiza buzigire, nanga obuzigire burhahêkwa na lwîshi. Owahâna ebiri omu mwâge byoshi mpu agule enzigi, kagayo kwône akayungukamwo.","Les grandes eaux ne peuvent éteindre lamour, Et les fleuves ne le submergeraient pas; Quand un homme offrirait tous les biens de sa maison contre lamour, Il ne sattirerait que le mépris."
SNG.8.8,Mwâli wîrhu ali murhò: ibêre lyâge lirhacihona; Lêro kurhi rhwajira mwâli wîrhu olusiku bâmuganîza?.,"Nous avons une petite sœur, Qui na point encore de mamelles; Que ferons-nous de notre sœur, Le jour où on la recherchera?."
SNG.8.9,"Akabà ali lukûta, rhwalushwinja namarhale, gukabà muhango, rhunâgusêze nembaho zenduluma.","Si elle est un mur, Nous bâtirons sur elle des créneaux dargent; Si elle est une porte, Nous la fermerons avec une planche de cèdre."
SNG.8.10,"Ncîbêrîre lukûta, namabêre gâni go galigi minâra. Omu masù gâge, ndi nka mbwîne omurhûla obu!.","Je suis un mur, Et mes seins sont comme des tours; Jai été à ses yeux comme celle qui trouve la paix."
SNG.8.11,"Salomoni âjiraga ishwa lyemizâbîbu aha Baali-Hamoni. Alilangisa abalanzi, mpu ngasi muguma ayishimugalulira ebyafa byamalehe: cihumbi ca magerha.",Salomon avait une vigne à Baal-Hamon; Il remit la vigne à des gardiens; Chacun apportait pour son fruit mille sicles dargent.
SNG.8.12,"Eryani ishwa lyemizâbîbu ndwîrhe nalilangîra: Wâni Salomoni ebihumbi byamagerha byo byâwe, namagana abirhi gabalanzi bamalehe.","Ma vigne, qui est à moi, je la garde. A toi, Salomon, les mille sicles, Et deux cents à ceux qui gardent le fruit!."
SNG.8.13,"Nâwe wabêra omu masâne, abirhu badwîrhe bakuyumva. Nâni, obè nka walinyumvîsa! izù lyâwe !.",Habitante des jardins! Des amis prêtent loreille à ta voix. Daigne me la faire entendre!.
SNG.8.14,"Yâka, Muzigirwa wâni obè nka kashafu, nka mutwîra gwa kashafu kalume, oyâkire oku ntondo zamalâshi!.","Fuis, mon bien-aimé! Sois semblable à la gazelle ou au faon des biches, Sur les montagnes des aromates!."
ISA.1.1,"Obulêbi Yeshayahu, mwene Amotsi abonaga, buyêrekîre Yûda na Yeruzalemu, oku ngoma ya Uziyahu, na Yotami, na Ahazi, na Hizekiyahu , bâmi ba Yûda.","Prophétie dÉsaïe, fils dAmots, sur Juda et Jérusalem, au temps dOzias, de Jotham, dAchaz, dÉzéchias, rois de Juda."
ISA.1.2,"Mwe malunga, muyumve, nâwe we igulu, orhege amarhwîri, bulya Nyakasane odesire, erhi: «Nalîsize abâna nanabalera, ci bôhe bangomera.","Cieux, écoutez! Terre, prête loreille! Car lÉternel parle. Jai nourri et élevé des enfants, Mais ils se sont révoltés contre moi."
ISA.1.3,"Enkafu enamanye nnayo, nendogomi enamanye eciranga ca nnawâbo; Israheli yêhe arhajira bumanye, olubaga lwâni lurhayumva.","Le bœuf connaît son possesseur, Et lâne la crèche de son maître: Israël ne connaît rien, Mon peuple na point dintelligence."
ISA.1.4,"Yajewe! ishanja linya-byâha, olubaga luyunjwîre mabî, iburha lya banyankola-maligo, abâna bemihera! Bajahisire Nyakasane, bagayaguza Omwimâna wIsraheli; bamuhindamulira omugongo.","Malheur à la nation pécheresse, au peuple chargé diniquités, A la race des méchants, aux enfants corrompus! Ils ont abandonné lÉternel, ils ont méprisé le Saint dIsraël. Ils se sont retirés en arrière…."
ISA.1.5,"Ngahi mwankacishûrhirwa, mwe bantahwa-bugoma? Irhwe lyoshi liri lilwâla, nomurhima gwoshi gwarhozire.","Quels châtiments nouveaux vous infliger, Quand vous multipliez vos révoltes? La tête entière est malade, Et tout le cœur est souffrant."
ISA.1.6,"Kurhangirira oku nshando zamagulu kuhika oku irhwe, ntà cirumbu cigumaguma: ci bironda byône nebibande nebihulu byadwa masira, birhasâgijakwo bufumu, erhi kurhubwa, erhi kuhirwakwo amavurha.","De la plante du pied jusquà la tête, rien nest en bon état: Ce ne sont que blessures, contusions et plaies vives, Qui nont été ni pansées, ni bandées, Ni adoucies par lhuile."
ISA.1.7,"Ecihugo cinyu cikola bwerûle, ebishagala binyu byadûlisirwe muliro, abanya-mahanga balire amashwa ginyu erhi munadwîrhe mwasinza: abanya-mahanga bagayoniremwo, bagasiga bwâmwa.","Votre pays est dévasté, Vos villes sont consumées par le feu, Des étrangers dévorent vos campagnes sous vos yeux, Ils ravagent et détruisent, comme des barbares."
ISA.1.8,"Mwâli wa Siyoni asigîre yêne nka cifumba omu lukoma lwemizâbîbu, nka higombe omu ishwa lyemirhandâgule, nka cishagala cigorhe.","Et la fille de Sion est restée Comme une cabane dans une vigne, Comme une hutte dans un champ de concombres, Comme une ville épargnée."
ISA.1.9,"Acibiga Nyakasane Nyamuzinda wEmirhwe arhali arhulekîre amâhûngà gemisigala, rhwankabîre aka Sodomo rhunashushe Gomora».","Si lÉternel des armées Ne nous eût conservé un faible reste, Nous serions comme Sodome, Nous ressemblerions à Gomorrhe."
ISA.1.10,"Yumvi akanwa ka Nyakasane, wâni baluzi be Sodomo murhege okurhwiri, muyumve irhegeko lya Nyamuzinda wîrhu, mwe lubaga lwe Gomora.","Écoutez la parole de lÉternel, chefs de Sodome! Prête loreille à la loi de notre Dieu, peuple de Gomorrhe!."
ISA.1.11,"«Bici gwankwânana omwandu gwenterekêro zinyu? Nyakasane okudesire. Ntamire nembâgwa zenganda-buzi namashushi gamanina; omukò gwempanzi nogwabâna-buzi nogwebihebe, ntagukwirirwa!.","Quai-je affaire de la multitude de vos sacrifices? Dit lÉternel. Je suis rassasié des holocaustes de béliers et de la graisse des veaux; Je ne prends point plaisir au sang des taureaux, des brebis et des boucs."
ISA.1.12,"Nka muyishiribona obusù bwâni, ndi ommubwîra mpu mulabarhe omu byôgo byâni.","Quand vous venez vous présenter devant moi, Qui vous demande de souiller mes parvis?."
ISA.1.13,"Muleke okukalêrha entûlo za busha! Omugî gwenshangi ntacigubonakwo! Emyêzi mihyâhya, esabato nendêko zinyu, obubî nensiku nkulu, ntabikwîrirwa!.","Cessez dapporter de vaines offrandes: Jai en horreur lencens, Les nouvelles lunes, les sabbats et les assemblées; Je ne puis voir le crime sassocier aux solennités."
ISA.1.14,"Emyêzi yinyu mihyâhya nensiku nkulu zinyu, ntabibâkwo: byantamize, ntakanacibirembera.",Mon âme hait vos nouvelles lunes et vos fêtes; Elles me sont à charge; Je suis las de les supporter.
ISA.1.15,"Mukalambûla amaboko, nnambwîkire obusù bwâni ndekibona; ciru mwankayûshûla emisengero, niono ntayiyumvîrhiza: bulya amaboko ginyu gayunjwîre mukò.","Quand vous étendez vos mains, je détourne de vous mes yeux; Quand vous multipliez les prières, je nécoute pas: Vos mains sont pleines de sang."
ISA.1.16,"Mucîshuke, mucîcêse! Murhenze obubî bwebijiro binyu omu masù gâni! Muleke okukakola amabî.","Lavez-vous, purifiez-vous, Otez de devant mes yeux la méchanceté de vos actions; Cessez de faire le mal."
ISA.1.17,"muyige okukûjira aminjà! Mulongereze obushinganyanya, mufungire odwîrhe walibuzibwa! Muhalire enfûzi, mufungire omukana.","Apprenez à faire le bien, recherchez la justice, Protégez lopprimé; Faites droit à lorphelin, Défendez la veuve."
ISA.1.18,"Muyishe rhujè kadali, kwo Nyakasane adesire. Ebyâha binyu bikaba bidukwîre nka mwambalo gwa kaduku, byahinduka byêru nka lubula; bikaba bidukulîze nka mugôla, byayêruha nka bôya bwêru.","Venez et plaidons! Dit lÉternel. Si vos péchés sont comme le cramoisi, ils deviendront blancs comme la neige; Sils sont rouges comme la pourpre, ils deviendront comme la laine."
ISA.1.19,"Mukayêmêra okubà bumvi, mwalya oku minjà gecihugo.","Si vous avez de la bonne volonté et si vous êtes dociles, Vous mangerez les meilleures productions du pays;."
ISA.1.20,"Ci mukalahira, mukabà cikanyi-cirhagomba, mwâhungumuka nengôrho, bulya kanwa ka Nyakasane kakudesire».","Mais si vous résistez et si vous êtes rebelles, Vous serez dévorés par le glaive, Car la bouche de lÉternel a parlé."
ISA.1.21,"Kurhigi cahindusire nka mukazi wa cishungu , cirya cishagala cemêzi? Càli ciyunjwîre burhimanya, muli co mwo obushinganyanya bwahandaga, lêro buno cikola ca bîsi ba bantu!.","Quoi donc! La cité fidèle est devenue une prostituée! Elle était remplie déquité, la justice y habitait, Et maintenant il y a des assassins!."
ISA.1.22,"Ensaranga zâwe zahindusire mazî ga cûma, irivayi lyâwe likola nshanjire ya mîshi.","Ton argent sest changé en scories, Ton vin a été coupé deau."
ISA.1.23,Abaluzi bâwe babîre bagoma na bîra bebishambo boshi boshi babîre banyakushundira omu nshoho zâbo na ba-nyakulomokera empembo. Enfûzi barhayiha lubanja nendûlù yomukana barhayirhega kurhwiri.,"Tes chefs sont rebelles et complices des voleurs, Tous aiment les présents et courent après les récompenses; Ils ne font pas droit à lorphelin, Et la cause de la veuve ne vient pas jusquà eux."
ISA.1.24,"Co cirhumire, Nyakasane Nyamuzinda wEmirhwe, Nyamwegemerwa wIsraheli okudesire: Nêci: nkolanacîhôla oku bashombanyi bâni, nageza olwihôlo omu bânzi bâni!.","Cest pourquoi voici ce que dit le Seigneur, lÉternel des armées, Le Fort dIsraël: Ah! Je tirerai satisfaction de mes adversaires, Et je me vengerai de mes ennemis."
ISA.1.25,"Nâkulambûlirakwo okuboko kwâni, nâkushukûla wêshi, nkurhenzekwo izinga lyâwe lyoshi.","Je porterai ma main sur toi, Je fondrai tes scories, comme avec de la potasse, Et jenlèverai toutes tes parcelles de plomb."
ISA.1.26,"Abacîranuzi bâwe nâshubibahindula nkoku banayôrhaga burhanzi, nabahanûzi bâwe nka kulya bali mîra. Enyuma zaho bâkakuderha «Cishagala ca bushinganyanya», «lugo lwa bemêzi».","Je rétablirai tes juges tels quils étaient autrefois, Et tes conseillers tels quils étaient au commencement. Après cela, on tappellera ville de la justice, Cité fidèle."
ISA.1.27,"Siyoni ayôkolwa nobwîrhonzi, nabantu bâge bacîyunjuzize bayôkolwa nobushinganyanya.","Sion sera sauvée par la droiture, Et ceux qui sy convertiront seront sauvés par la justice."
ISA.1.28,"Ci abagoma nabanya-byâha, haguma bahungumukira! Abagomera Nyakasane bagukumuka.","Mais la ruine atteindra tous les rebelles et les pécheurs, Et ceux qui abandonnent lÉternel périront."
ISA.1.29,"Nêci, enshonyi zâmmubumba kuli erya mirhi yinyu yamahêro mulimbira, mwâgwârhwa neza mêmè kuli galya masâne mucicîkubagira.","On aura honte à cause des térébinthes auxquels vous prenez plaisir, Et vous rougirez à cause des jardins dont vous faites vos délices;."
ISA.1.30,"Bulya kwo mwabà akeyo mirhi yamahêro amango ehungumusire ebibabi, erhi nkobusâne amango buyûmûsire buzira mîshi.","Car vous serez comme un térébinthe au feuillage flétri, Comme un jardin qui na pas deau."
ISA.1.31,"Omuntu muzibu alembaguka nka bwâso nomukolo gwâge gubè nka nkunyekunye: byombi byasingônokera haguma, na ntâye wâzimya omuliro.","Lhomme fort sera comme de létoupe, Et son œuvre comme une étincelle; Ils brûleront lun et lautre ensemble, Et il ny aura personne pour éteindre."
ISA.2.1,"Obulêbi Yeshayahu, mwene Amotsi abonaga, buyêrekîre Yûda na Yeruzalemu.","Prophétie dÉsaïe, fils dAmots, sur Juda et Jérusalem."
ISA.2.2,"Kwânacibe, omu nsiku zayisha, entondo yaka-Nyamuzinda yâhirwa enyanya yezindi ntondo, erhaluke orhurhondo rhwoshi. Amashanja goshi gayishikâshubûkira emunda eri.","Il arrivera, dans la suite des temps, Que la montagne de la maison de lÉternel Sera fondée sur le sommet des montagnes, Quelle sélèvera par-dessus les collines, Et que toutes les nations y afflueront."
ISA.2.3,"Mashanja manji gayîshilongôlerayo, gaderhe, mpu: «Yîshi rhusôkere e­ bwa ntondo ya Nyakasane, ebwa nyumpa ya Nyamuzinda wa Yakôbo. Arhuyigîriza enjira zâge, nîrhu rhushimhe enjira zâge!» Bulya e Siyoni yo irhegeko lirhenga, ne Yeruzalemu yo erhenga akanwa ka Nyakasane.","Des peuples sy rendront en foule, et diront: Venez, et montons à la montagne de lÉternel, A la maison du Dieu de Jacob, Afin quil nous enseigne ses voies, Et que nous marchions dans ses sentiers. Car de Sion sortira la loi, Et de Jérusalem la parole de lÉternel."
ISA.2.4,"Abà mucîranuzi wamashanja, anabè mutwî wemmanja wamashanja manji. Engôrho zâbo bâzitulemwo enfuka, namatumu gâbo bâgatulamwo emigushu. Ntà ishanja lyânacimôlere elyâbo engôrho, na ntâbo bâcicîyigîrize oku­lwa amatumu.","Il sera le juge des nations, Larbitre dun grand nombre de peuples. De leurs glaives ils forgeront des hoyaux, Et de leurs lances des serpes: Une nation ne tirera plus lépée contre une autre, Et lon napprendra plus la guerre."
ISA.2.5,"Bene Yakôbo. yîshi, rhulambagire omu bulangashane bwa Nyakasane!.","Maison de Jacob, Venez, et marchons à la lumière de lÉternel!."
ISA.2.6,"Nêci, walekêrîre olubaga lwâwe, enyumpa ya Yakôbo, bulya bakola bayunjulamwo abashonga akabebuzûkizûba nabakurungu aka emwa Abafilistini, banakola bayinjibana nabâna bamashanja gihanga.","Car tu as abandonné ton peuple, la maison de Jacob, Parce quils sont pleins de lOrient, Et adonnés à la magie comme les Philistins, Et parce quils sallient aux fils des étrangers."
ISA.2.7,Ecihugo ciyunjwîre marhale namasholo: obuhirhi bwâco burhacigwêrhi lugero! Ecihugo ciyunjwîre biterusi: engâlè zâco zirhankaciganjwa!.,"Le pays est rempli dargent et dor, Et il y a des trésors sans fin; Le pays est rempli de chevaux, Et il y a des chars sans nombre."
ISA.2.8,"Ecihugo ciyunjwîre nshusho za banyamuzinda bobwîhambe: bakola bafukamira ebyajiragwa nenfune zâbo, ebyeminwe yâbo yakolaga.","Le pays est rempli didoles; Ils se prosternent devant louvrage de leurs mains, Devant ce que leurs doigts ont fabriqué."
ISA.2.9,Eco co carhumaga iburha lyAdamu lyafunyâla nabantu bahwêra oku idaho: nâwe orhababaliraga!.,"Les petits seront abattus, et les grands seront abaissés: Tu ne leur pardonneras point."
ISA.2.10,"Yôngoberera omu lwâla. ocîfulike omu katulo, oyâke obukunizi bwa Nyakasane nomulazo gwirenge lyâgel.","Entre dans les rochers, Et cache-toi dans la poussière, Pour éviter la terreur de lÉternel Et léclat de sa majesté."
ISA.2.11,"Amasù gabacîbonyi gayubûbya, obucîbone bwabantu bwâbona eza mêmè; Nyakasane yêne wajirenge olwo lusiku.","Lhomme au regard hautain sera abaissé, Et lorgueilleux sera humilié: LÉternel seul sera élevé ce jour-là."
ISA.2.12,"Nêci, lwâyisha olusiku Nyakasane Nyamuzinda wEmirhwe agombya ngasi yêshi ocîbona nocîhira enyanya, amufunyâze;.","Car il y a un jour pour lÉternel des armées Contre tout homme orgueilleux et hautain, Contre quiconque sélève, afin quil soit abaissé;."
ISA.2.13,"agombya emirhi ye Libano yoshi, elya elihûsire kuhika oku nkuba karhî, nemirhi ye Bashani yoshi;.","Contre tous les cèdres du Liban, hauts et élevés, Et contre tous les chênes de Basan;."
ISA.2.14,agombya entondo elihûsire yoshi norhurhondo rhulîrî rhwoshi;.,"Contre toutes les hautes montagnes, Et contre toutes les collines élevées;."
ISA.2.15,agombya ngasi munâra muliri na ngasi lugurhu luzibuzibu;.,"Contre toutes les hautes tours, Et contre toutes les murailles fortifiées;."
ISA.2.16,agombya amârho ge Tarsi goshi na ngasi nkugè za citwîro cidârhi.,"Contre tous les navires de Tarsis, Et contre tout ce qui plaît à la vue."
ISA.2.17,"Obucîbone bwiburha lyAdamu bwagomba, nabantu bafôkanana bafunyâla; Nyakasane yêne wajirenge olwo lusiku.","Lhomme orgueilleux sera humilié, Et le hautain sera abaissé: LÉternel seul sera élevé ce jour-là."
ISA.2.18,Ci enshusho za banyamuzinda bobwîhambe zahirigirha zoshi.,Toutes les idoles disparaîtront.
ISA.2.19,"Bayongoberera omu nkunda zenyâla nomu idaho, mpu bayâke obukunizi bwa Nyakasane nomulazo gwirenge lyâge, amango anayimuke mpu ageze igulu mwomusisi.","On entrera dans les cavernes des rochers Et dans les profondeurs de la poussière, Pour éviter la terreur de lÉternel et léclat de sa majesté, Quand il se lèvera pour effrayer la terre."
ISA.2.20,"Olwo lusiku, abantu banarhôle enshusho zamarhale namasholo za ba­nyamuzinda bâbo bobwîhambe, zirya bône batulaga mpu bakâziziharâmya, bâzikwêbe amalindye na bakubukubu.","En ce jour, les hommes jetteront Leurs idoles dargent et leurs idoles dor, Quils sétaient faites pour les adorer, Aux rats et aux chauves-souris;."
ISA.2.21,"bâcîjire omu nkunda zenyâla nomu myongobana yamabuye erhi bwôba bwa Nyakasane nobwomulazo gwirenge lyâge burhuma, amango anayimuke mpu ageze igulu mwomusisi.","Et ils entreront dans les fentes des rochers Et dans les creux des pierres, Pour éviter la terreur de lÉternel et léclat de sa majesté, Quand il se lèvera pour effrayer la terre."
ISA.2.22,"Kuziga muleke okucîkubagira omuntu, oyîsa omûka emazûlu: kalamo kaci agwêrhage?.","Cessez de vous confier en lhomme, Dans les narines duquel il ny a quun souffle: Car de quelle valeur est-il?."
ISA.3.1,Alà oku Nyakasane Nyamuzinda wEmirhwe akola anyaga Yeruzalemu na Yûda ngasi nsimikiro na ngasi burhabâle bwa mugati nobwamîshi.,"Le Seigneur, lÉternel des armées, Va ôter de Jérusalem et de Juda Tout appui et toute ressource, Toute ressource de pain Et toute ressource deau."
