verse_key,auh,fr
MAT.20.10,"Nomba ulo balya batampiilepo baishile mu kupoka amalipilo yabo, bali kutontonkanya ati, bena bakopoka amalipilo ayengi, nomba nabo balipeelwe fye yamoyene na banabo.","Les premiers vinrent ensuite, croyant recevoir davantage; mais ils reçurent aussi chacun un denier."
MAT.20.11,Epakusenda indalama shabo pa kuilishanya ku mwine we bala.,"En le recevant, ils murmurèrent contre le maître de la maison."
MAT.20.12,"ati, Abalekelele ukutampa inkito, nindo bapokela amalipilo yamoyene na fwebo.","et dirent: Ces derniers nont travaillé quune heure, et tu les traites à légal de nous, qui avons supporté la fatigue du jour et la chaleur."
MAT.20.13,"Naye alibasukile ati, Kutikeni mwefibusa fyangi, ntamifyengele nebo. Bushe tamwakisumina ukupoka amalipilo ya kasuba kamo?.","Il répondit à lun deux: Mon ami, je ne te fais pas tort; nes-tu pas convenu avec moi dun denier?."
MAT.20.14,Kabuyeni fye pantu nkofwaya mpeeleko uwakulekelela amalipilo yamoyene nga mwebo.,"Prends ce qui te revient, et va-ten. Je veux donner à ce dernier autant quà toi."
MAT.20.15,Ndikwetepo insambu shakukita ikyo nkofwaya ne ndalama shangi na pamo ulifye na kalumwa pantu ndi wa kupeela sana.,Ne mest-il pas permis de faire de mon bien ce que je veux? Ou vois-tu de mauvais œil que je sois bon?.
MAT.20.16,"Ekyo abali ku ntanshi bakaba pa kulekelesha, na bali pakulekelesha bakesa kuba pa ntanshi.","Ainsi les derniers seront les premiers, et les premiers seront les derniers."
MAT.20.17,"Yesu ulo ali pa lwendo lwa kuninika ukuya ku Yelusalemu, alisendele pambali abasambi bakwe ikumi limo na babili beka.","Pendant que Jésus montait à Jérusalem, il prit à part les douze disciples, et il leur dit en chemin:."
MAT.20.18,"Alitampile no kubebati, Kutikeni kuli nebo, tukoya ku Yelusalemu, uko Umwana wa Muntu akabikwa mu minwe ya banshimapepo bakindami na bakafundisha ba mafunde. Ali no kwipaiwa.","Voici, nous montons à Jérusalem, et le Fils de lhomme sera livré aux principaux sacrificateurs et aux scribes. Ils le condamneront à mort."
MAT.20.19,"Akapooswa mu minwe ya Benafyalo, bakamupunika, ukumupumaula, no kumutanika. Nomba pa bushiku bwa kulenga shitatu akabushiwa ku bakufwa.","et ils le livreront aux païens, pour quils se moquent de lui, le battent de verges, et le crucifient; et le troisième jour il ressuscitera."
MAT.20.20,"Elo nyina lya bamwana Sebede aliletele abana bakwe kuli Yesu, afukama no kulombako kimo.","Alors la mère des fils de Zébédée sapprocha de Jésus avec ses fils, et se prosterna, pour lui faire une demande."
MAT.20.21,"Yesu epakumwipushati, Nindo ukofwaya nkukitile? Naye alimwasukile ati, Nkofwayati pali aba bana bangi babili, umo akekale kukwa mulyo na umbi ku kipiko kobe ulo kesa kuteeka nge Mfumu.","Il lui dit: Que veux-tu? Ordonne, lui dit-elle, que mes deux fils, que voici, soient assis, dans ton royaume, lun à ta droite et lautre à ta gauche."
MAT.20.22,"Yesu alibasukile ati, Tamwishibilepo ikyo mukolomba. Munganwinapo mulukombo lwa makyushi ndi no kunwinamo? Nabo balimwasukile ati, E mukwai kuti twakita.","Jésus répondit: Vous ne savez ce que vous demandez. Pouvez-vous boire la coupe que je dois boire? Nous le pouvons, dirent-ils."
MAT.20.23,"Yesu alibasukile ati, Efyo, ukunwina mulukombo lwangi kwena kuti mwakita, nomba fye ukwikala ku mulyo kwangi nangula ku kipiko kwangi tenebo ukusala pantu ifi fifulo fyalibanabo fyateyanishiwilwe kuli Tata.","Et il leur répondit: Il est vrai que vous boirez ma coupe; mais pour ce qui est dêtre assis à ma droite et à ma gauche, cela ne dépend pas de moi, et ne sera donné quà ceux à qui mon Père la réservé."
MAT.20.24,"Ulo abasambi bambi ikumi limo baumfwile fyo, balifulilwe abana nkashi balya babili.","Les dix, ayant entendu cela, furent indignés contre les deux frères."
MAT.20.25,"Elo Yesu alibakolonganikile bonse no kulekubebati, Mwebo mulishibile ati, bakateeka ba Benafyalo balemya ulupaka na bakulu babo bateeka no mutitikisha.","Jésus les appela, et dit: Vous savez que les chefs des nations les tyrannisent, et que les grands les asservissent."
MAT.20.26,"Nomba tefyo pali mwebo. Uukofwaya abe umukulu, abe musha wa bonse.","Il nen sera pas de même au milieu de vous. Mais quiconque veut être grand parmi vous, quil soit votre serviteur;."
MAT.20.27,"No ukofwaya ukuba uwakuntanshi, nabe e musha wenu bonse.","et quiconque veut être le premier parmi vous, quil soit votre esclave."
MAT.20.28,"Efyo no Mwana wa Muntu naye taishile mu kupyungilwa, kano mukupyungila no kupeela umweo wakwe pa bantu abakuti ubwingi.","Cest ainsi que le Fils de lhomme est venu, non pour être servi, mais pour servir et donner sa vie comme la rançon de plusieurs."
MAT.20.29,"Yesu ulo ali kufuma mu Yeliko, abantu abakuti ubwingi balimukonkele.","Lorsquils sortirent de Jéricho, une grande foule suivit Jésus."
MAT.20.30,"Impofu shibili ishaikele mu mbali ya musebo shalyumfwile ati Yesu akopita, epakwamba ukupunda ati, Yesu we Shikulu mwana Davidi utubeleleko uluse.","Et voici, deux aveugles, assis au bord du chemin, entendirent que Jésus passait, et crièrent: Aie pitié de nous, Seigneur, Fils de David!."
MAT.20.31,"Ibumba lya bantu lya tampile ukule kubakalipila no kubebati babe fye kelele. Nomba nabo epakukishapo ukupundati, Shikulu mwana Davidi utubeleleko uluse.","La foule les reprenait, pour les faire taire; mais ils crièrent plus fort: Aie pitié de nous, Seigneur, Fils de David!."
MAT.20.32,"Yesu alimakene, abakuuta no kubepushati, Nindo mukofwaya mikitile.","Jésus sarrêta, les appela, et dit: Que voulez-vous que je vous fasse?."
MAT.20.33,"Nabo balimwasukile ati, Tukofwaya ukubona.","Ils lui dirent: Seigneur, que nos yeux souvrent."
MAT.20.34,"Yesu pakubakwatile nkumbu, alibekete mu menso yabo, pekapo na menso yalitampile ukubona, nabo epakumukonka.","Ému de compassion, Jésus toucha leurs yeux; et aussitôt ils recouvrèrent la vue, et le suivirent."
MAT.21.1,"Ulo Yesu na basambi bakwe ba palamine mu Yelusalemu, bafikile pa nkende ya Betifage ku lupili lwa miolife. Apo Yesu atumineko abasambi babili.","Lorsquils approchèrent de Jérusalem, et quils furent arrivés à Bethphagé, vers la montagne des oliviers, Jésus envoya deux disciples."
MAT.21.2,"Alibebele ati, Kabuyeni mu mushi uli kuntanshi, pa kwingila fye mukosanga impunda ilikulikilwe pamo na kamwana kakwe, mukakule no kundetela.","en leur disant: Allez au village qui est devant vous; vous trouverez aussitôt une ânesse attachée, et un ânon avec elle; détachez-les, et amenez-les-moi."
MAT.21.3,"Nga kwabapo uwa kumipusha mwebeni ati, Ni Shikulu eukofifwaya, pekapo bakomipeela.","Si quelquun vous dit quelque chose, vous répondrez: Le Seigneur en a besoin. Et à linstant il les laissera aller."
MAT.21.4,Ifi fyonse fyakitikile pa kufikilisha ifyo kasesema alandile.,"Or, ceci arriva afin que saccomplît ce qui avait été annoncé par le prophète:."
MAT.21.5,"Ebako umwana mwanakashi Sioni ati, bona Imfumu yobe ikoisa kuli webo, iya kuikefya, ilininine pa mpunda, na pa musepela wa mpunda.","Dites à la fille de Sion: Voici, ton roi vient à toi, Plein de douceur, et monté sur un âne, Sur un ânon, le petit dune ânesse."
MAT.21.6,Abasambi baile kukita ifyo Yesu abebele.,"Les disciples allèrent, et firent ce que Jésus leur avait ordonné."
MAT.21.7,"Baliletele impunda na kana, epakwanshikapo insalu shabo elo Yesu aikalanapo.","Ils amenèrent lânesse et lânon, mirent sur eux leurs vêtements, et le firent asseoir dessus."
MAT.21.8,Abantu abakuti ubwingi balyanshikile nsalu shabo mu musebo. Elo bambi bakontwele mitano ya fimuti no kwanshika mu musebo.,"La plupart des gens de la foule étendirent leurs vêtements sur le chemin; dautres coupèrent des branches darbres, et en jonchèrent la route."
MAT.21.9,"Ibumba lyali kuntanshi na kunuma balitampile ukupunda ati, Hosana kuli mwana Davidi! Apaalwe uukoishila mwi shina lyakwa Shikulu! Lesa alumbanishiwe.",Ceux qui précédaient et ceux qui suivaient Jésus criaient: Hosanna au Fils de David! Béni soit celui qui vient au nom du Seigneur! Hosanna dans les lieux très hauts!.
MAT.21.10,"Ulo Yesu aingile mu Yelusalemu, umusumba onse walikabile ku kyongo. Abantu balikwipusha ati, Ninani uyo.","Lorsquil entra dans Jérusalem, toute la ville fut émue, et lon disait: Qui est celui-ci?."
MAT.21.11,"Abantu bali kukonka Yesu balyasukile ati, Ni kasesema Yesu waku Nasaleti.","La foule répondait: Cest Jésus, le prophète, de Nazareth en Galilée."
MAT.21.12,Yesu alingile mulubansa lwe Tempele no kutamfyamo bonse abali kushita no kushitishamo. Alipenawile amatebulo ya bali kukabushanya indalama ne fipuna fya bali kushitisha inkunda.,"Jésus entra dans le temple de Dieu. Il chassa tous ceux qui vendaient et qui achetaient dans le temple; il renversa les tables des changeurs, et les sièges des vendeurs de pigeons."
MAT.21.13,"Alibebele ati, Kyalilembwa mu malembo ati, ing'anda yangi bakaita ati, ing'anda ya mapepo. Nomba mwebo mwaipanga ikifulo kya bang'o.","Et il leur dit: Il est écrit: Ma maison sera appelée une maison de prière. Mais vous, vous en faites une caverne de voleurs."
MAT.21.14,Impofu na bakulemana amolu balishile mulubansa lwe Tempele naye alibaposeshe.,Des aveugles et des boiteux sapprochèrent de lui dans le temple. Et il les guérit.
MAT.21.15,"banshimapepo bakindami na Bakafundisha ba mafunde pa kubone fyabune ifyo ali kukita na baike mwi Tempele bako pundati, Alumbwe mwana Davidi.","Mais les principaux sacrificateurs et les scribes furent indignés, à la vue des choses merveilleuses quil avait faites, et des enfants qui criaient dans le temple: Hosanna au Fils de David!."
MAT.21.16,"Elo baipwishe Yesu ati, Bushe mukoumfwa kufyo abaike bakolanda? Yesu naye alibasukile ati, Nkoumfwa. Bushe ta mwabelengapo pali ili lembo? Pa tunwa twa baike na bana abonka epo wa bika malumbo ya kupwililika.","Ils lui dirent: Entends-tu ce quils disent? Oui, leur répondit Jésus. Navez-vous jamais lu ces paroles: Tu as tiré des louanges de la bouche des enfants et de ceux qui sont à la mamelle?."
MAT.21.17,Elo Yesu alibashiile no kuya ku Betani uko aile kulaala.,"Et, les ayant laissés, il sortit de la ville pour aller à Béthanie, où il passa la nuit."
MAT.21.18,"Ulo Yesu ali pa lwendo lwa ku bwekelamo ku musumba pa makya, ulukelo lwa konkelepo, alyumfwile nsala.","Le matin, en retournant à la ville, il eut faim."
MAT.21.19,"Epakubona ikimuti kya mukunyu pa mbali ya musebo, ulo afikileko asangileko fye amabula yeka ukwakubula ifisabo. Aebele kimuti ati, Kwikakatala akutwalapo ikisabo libili kuli webo. Pekapo ne kimuti kyalala.","Voyant un figuier sur le chemin, il sen approcha; mais il ny trouva que des feuilles, et il lui dit: Que jamais fruit ne naisse de toi! Et à linstant le figuier sécha."
MAT.21.20,"Abasambi pa kubone fyo kyalibapapwishe ati, Alale, alale nindo yu mukunyu wa lalila kangu kangu.","Les disciples, qui virent cela, furent étonnés, et dirent: Comment ce figuier est-il devenu sec en un instant?."
MAT.21.21,"Yesu alibasukile ati, Nkomyeba ikine kine nga muliteketele apakubula ukutwishika, kuti mwakita ifyo na kitile kuli uyu mukunyu, kabili kuti mwaeba no lupili ati, fumapa, kabuye uipoose muli bemba, kikesa kuba fyeke fyo.","Jésus leur répondit: Je vous le dis en vérité, si vous aviez de la foi et que vous ne doutiez point, non seulement vous feriez ce qui a été fait à ce figuier, mais quand vous diriez à cette montagne: Ote-toi de là et jette-toi dans la mer, cela se ferait."
MAT.21.22,"Nga muli ne kiteketelo, mukapokelela kyonse ikyo mukopepelapo.","Tout ce que vous demanderez avec foi par la prière, vous le recevrez."
MAT.21.23,"Ulo Yesu abwekele mulubansa lwe Tempele, akofunda bantu, banshimapepo bakindami na Bafilolo baishile kumwipushati, Ninsambu ndo wakwata pa kukite fi fyonse? Kabili ni nani wakupeela ya maka.","Jésus se rendit dans le temple, et, pendant quil enseignait, les principaux sacrificateurs et les anciens du peuple vinrent lui dire: Par quelle autorité fais-tu ces choses, et qui ta donné cette autorité?."
MAT.21.24,"Yesu naye alibasukile ati, Nandibo nkomipushapo ngale, nga mwangasuka, elo nandi nkomyasuka?.","Jésus leur répondit: Je vous adresserai aussi une question; et, si vous my répondez, je vous dirai par quelle autorité je fais ces choses."
MAT.21.25,"Bushe Yowane afumishepi amaka ya kubatisha? Ni kuli Lesa nangula ni ku bantunse? Balitampile ukulekuipusha abene, Tukomwasuka shani? Ngatumwebe ati ya kufuma kuli Lesa, naye akotwipusha ati, Nindo muta muteketele.","Le baptême de Jean, doù venait-il? Du ciel, ou des hommes? Mais ils raisonnèrent ainsi entre eux; Si nous répondons: Du ciel, il nous dira: Pourquoi donc navez-vous pas cru en lui?."
MAT.21.26,"Pambi nakyo nga tumwebe ati, Ni ku bantu, tukoiletelela ku bantu pantu balishibile ati Yowane ni kasesema.","Et si nous répondons: Des hommes, nous avons à craindre la foule, car tous tiennent Jean pour un prophète."
MAT.21.27,"Nomba epakwasuka Yesu ati, Tatwishibilepo. Yesu naye alibasukile ati, Nandibo ntamyebe ukwafuma ya maka nkitilamo ifi fintu.","Alors ils répondirent à Jésus: Nous ne savons. Et il leur dit à son tour: Moi non plus, je ne vous dirai pas par quelle autorité je fais ces choses."
MAT.21.28,"Nomba mukobonapo shani? palipo umuntu umo uwakwete abalalume babili. Aebele umukulubantu ati, We mwana wangi, koye ubombe mwibala lya myangashi lelo.","Que vous en semble? Un homme avait deux fils; et, sadressant au premier, il dit: Mon enfant, va travailler aujourdhui dans ma vigne."
MAT.21.29,"Naye alimwasukile ati, Ntayeko. Panshita imbi, abweseshe itontonkanyo no kuya kubomba.","Il répondit: Je ne veux pas. Ensuite, il se repentit, et il alla."
MAT.21.30,"Kabili uyu muntu aile kweba umwana wakwe umbi ukuya kubomba umulimo umowine. Alyasukile ati, Emukwai nkoya kubomba. Nomba taile kubomba.","Sadressant à lautre, il dit la même chose. Et ce fils répondit: Je veux bien, seigneur. Et il nalla pas."
MAT.21.31,"Bushe ni nani pali balya bana babili akitile ukufyaya kwakwa wishi? Bali mwasukile ati, Mukulubantu. Yesu alibebele ati, Nkomyeba, bakasonkesha na bakilende balekumitangilila mu Bufumu bwa mwiulu.","Lequel des deux a fait la volonté du père? Ils répondirent: Le premier. Et Jésus leur dit: Je vous le dis en vérité, les publicains et les prostituées vous devanceront dans le royaume de Dieu."
MAT.21.32,"Pantu Yowane kabatisha aishile kumilangilila inshila ya bololoke, ta mwa muketekele, nomba bakasonkesha na bakilende bena bali muteketele. Nangula mwalibwene fyo, tamwalapile no ku muteketela.","Car Jean est venu à vous dans la voie de la justice, et vous navez pas cru en lui. Mais les publicains et les prostituées ont cru en lui; et vous, qui avez vu cela, vous ne vous êtes pas ensuite repentis pour croire en lui."
MAT.21.33,"Yesu alibebele ati, Kutikeniko mulumbe na umbi, Kwalipo umuntu umo uwalimine ibala lya myangashi, apindileko no lupango, aimbilemo ne kya kufininamo umwangashi, akulilepo no lupungu lwa bamalonda. Ulo aile pa lwendo, epakusha ibala ku bakusonkela.","Écoutez une autre parabole. Il y avait un homme, maître de maison, qui planta une vigne. Il lentoura dune haie, y creusa un pressoir, et bâtit une tour; puis il lafferma à des vignerons, et quitta le pays."
MAT.21.34,"Panshita ya busomboshi, alitumineko ababomfi bakwe ukuya kusendako ifisabo fimo.","Lorsque le temps de la récolte fut arrivé, il envoya ses serviteurs vers les vignerons, pour recevoir le produit de sa vigne."
MAT.21.35,"Bakasunga we bala baimiine abasha, ba puminepo umo, umbi baipaya naumbi balimutobele amabwe.","Les vignerons, sétant saisis de ses serviteurs, battirent lun, tuèrent lautre, et lapidèrent le troisième."
MAT.21.36,Kabili alitumineko ababomfi na bambi abakufulapo ukukila pa bantanshi. Nabo balibakitile kimo kine nga ba pa kutampa.,"Il envoya encore dautres serviteurs, en plus grand nombre que les premiers; et les vignerons les traitèrent de la même manière."
MAT.21.37,"Kuli pelwepelwe atumineko umwalalume wakwe umo, alyebele ati, Mukine fye bakaya kumukindika.","Enfin, il envoya vers eux son fils, en disant: Ils auront du respect pour mon fils."
MAT.21.38,"Bakasunga we bala pa kubona ulya mwana mwalalume, baitepelesha ati, Natwipaye iyi ine mpyani yakwe epakwebati ibala litushalile.","Mais, quand les vignerons virent le fils, ils dirent entre eux: Voici lhéritier; venez, tuons-le, et emparons-nous de son héritage."
MAT.21.39,"Epakumwikata, bamupoosa kunse ye bala no kumwipaya.","Et ils se saisirent de lui, le jetèrent hors de la vigne, et le tuèrent."
MAT.21.40,"Yesu alibepwishe ati, Bushe ulo umwine we bala akesa, akesa kita shani kuli balya bakasunga.","Maintenant, lorsque le maître de la vigne viendra, que fera-t-il à ces vignerons?."
MAT.21.41,"Nabo balimwasukile ati, Akesa kubepaya bakintomfwabo no kwisa kusekesha ibala lya mwangashi kuli bambi abakesa kumupeelako ifisabo panshita yakusombola.","Ils lui répondirent: Il fera périr misérablement ces misérables, et il affermera la vigne à dautres vignerons, qui lui en donneront le produit au temps de la récolte."
MAT.21.42,"Yesu epakubebati, Bushe tamwabelengapo ikyalembwa mu malembo ikilanda ati, Ilibwe bakakuula basulile e lyaisa kuba ilikankala. Iki kyakitilwe fye na Shikulu kabili kya kupapusha ku menso yesu.","Jésus leur dit: Navez-vous jamais lu dans les Écritures: La pierre quont rejetée ceux qui bâtissaient Est devenue la principale de langle; Cest du Seigneur que cela est venu, Et cest un prodige à nos yeux?."
MAT.21.43,"Ekyo nkomyebati, Ubufumu bwakwa Lesa bukapokwa kuli mwebo no kupeelwa kubengatwalapo ifisabo.","Cest pourquoi, je vous le dis, le royaume de Dieu vous sera enlevé, et sera donné à une nation qui en rendra les fruits."
MAT.21.44,"Umuntu onse ukaponena pa kilibwe ki akafunaika, nomba uyo kikaponenapo akashinaika.","Celui qui tombera sur cette pierre sy brisera, et celui sur qui elle tombera sera écrasé."
MAT.21.45,"Banshimapepo bakindami na Bafalise pa kumfwa iyo milumbe, balilukile ati ebo akoeba.","Après avoir entendu ses paraboles, les principaux sacrificateurs et les pharisiens comprirent que cétait deux que Jésus parlait."
MAT.21.46,Balifwaishe nshila ya kumwikatilamo nomba balifililwe pantu bali kutiina amabumba ya bantu abashininkishe ati Yesu ni kasesema.,"et ils cherchaient à se saisir de lui; mais ils craignaient la foule, parce quelle le tenait pour un prophète."
MAT.22.1,Kabili Yesu ali kubomfye milumbe pa kulanda ku bantu ati.,"Jésus, prenant la parole, leur parla de nouveau en paraboles, et il dit:."
MAT.22.2,Ubufumu bwa mwiulu bwakuba nge mfumu imo iyapekanishishe umwana wakwe umwalalume umutebeto wa bwinga.,Le royaume des cieux est semblable à un roi qui fit des noces pour son fils.
MAT.22.3,Yalitumine ababomfi pa kwebati bebeko abalalikwe ku mutebeto ati bese nomba nabo balikene ukwisa.,Il envoya ses serviteurs appeler ceux qui étaient invités aux noces; mais ils ne voulurent pas venir.
MAT.22.4,"Ekyo yatumine ababomfi bambi ne ntumi, Umutebeto ndipekenye, ing'ombe nasho shilipaiwe, iseni bonse ku bwinga pantu fyonse epo fili.","Il envoya encore dautres serviteurs, en disant: Dites aux conviés: Voici, jai préparé mon festin; mes bœufs et mes bêtes grasses sont tués, tout est prêt, venez aux noces."
MAT.22.5,"Nomba abalalikwe tababikileko mano, kila muntu asupike fye inkito yakwe, umbi aile kwi bala kyakwe no munakwe naye aile ku bukwebo bwakwe.","Mais, sans sinquiéter de linvitation, ils sen allèrent, celui-ci à son champ, celui-là à son trafic;."
MAT.22.6,"Bambi nabo balikete balya basha, ukubapumaula no kubepaya.","et les autres se saisirent des serviteurs, les outragèrent et les tuèrent."
MAT.22.7,Imfumu ya lifulilwe sana epakutumako ifita ifyaishile kwipaya filya fipondo no kufyokela umusumba.,"Le roi fut irrité; il envoya ses troupes, fit périr ces meurtriers, et brûla leur ville."
MAT.22.8,"Elo imfumu yalyebele na basha ati, Umutebeto wa bwinga ulipekanishiwe, nomba abalalikilwe tabalingile.",Alors il dit à ses serviteurs: Les noces sont prêtes; mais les conviés nen étaient pas dignes.
MAT.22.9,Kabuyeni fye nomba mu misebo no kuya kulalika bonse mukosangamo.,"Allez donc dans les carrefours, et appelez aux noces tous ceux que vous trouverez."
MAT.22.10,"Na balya babomfi epakuya mu misebo, ukuya kusendamo abantu bonse baile kusangamo, ababubi na babune ne nga'anda ya bwinga epakwisula sululu.","Ces serviteurs allèrent dans les chemins, rassemblèrent tous ceux quils trouvèrent, méchants et bons, et la salle des noces fut pleine de convives."
MAT.22.11,"Ulo imfumu yaingilemo pa kubona abeni, ya bwenemo muntu umo uutafwele ilaya lya bwinga.","Le roi entra pour voir ceux qui étaient à table, et il aperçut là un homme qui navait pas revêtu un habit de noces."
MAT.22.12,"Epakumwipushati, Kibusa, wasangwa shani muno ukwakubulwa ilaya lya bwinga? Nomba ulya muntu alifye kelele.","Il lui dit: Mon ami, comment es-tu entré ici sans avoir un habit de noces? Cet homme eut la bouche fermée."
MAT.22.13,"Elo imfumu yaebele abasha ati, Mukakeni amaboko na molu no ku mupoosa panse mu mfinshi, kweko ko abantu bakule kulila no kusumanya meno.","Alors le roi dit aux serviteurs: Liez-lui les pieds et les mains, et jetez-le dans les ténèbres du dehors, où il y aura des pleurs et des grincements de dents."
MAT.22.14,"Pantu bengi bakuutwa, nomba abasalwa banini.","Car il y a beaucoup dappelés, mais peu délus."
MAT.22.15,Elo Abafalise ba pandishenye amano pa fyo bangesha Yesu mufipusho pa ku mufwailisha.,Alors les pharisiens allèrent se consulter sur les moyens de surprendre Jésus par ses propres paroles.
MAT.22.16,"Elo batumineko abasambi babo na bena Helodi kuli Yesu. Balimwipwishe ati, We kafundisha, twalishibati ulanda ikishika. Usambilisha ikine pa ku fwaya kwakwa Lesa pa bantu, kabili tautiina muntu nangu umo, ubona bonse ukwakubula akapatulula.","Ils envoyèrent auprès de lui leurs disciples avec les hérodiens, qui dirent: Maître, nous savons que tu es vrai, et que tu enseignes la voie de Dieu selon la vérité, sans tinquiéter de personne, car tu ne regardes pas à lapparence des hommes."
MAT.22.17,"Twebeko itontonkanyo lyobe. Bushe kyansambu ukulekulipila umusoko kuli Kaisale, kateeka wa ki Loma nangula tefyo.","Dis-nous donc ce quil ten semble: est-il permis, ou non, de payer le tribut à César?."
MAT.22.18,"Yesu pa kwishiba amapinge yabo ayabubi alibasukile ati, Mwe babumbimunda mwe! Nindo mukofwaila ukungesha?.","Jésus, connaissant leur méchanceté, répondit: Pourquoi me tentez-vous, hypocrites?."
MAT.22.19,Leteni indalama ya musonko. Nabo epa kumuletela.,Montrez-moi la monnaie avec laquelle on paie le tribut. Et ils lui présentèrent un denier.
MAT.22.20,"Yesu epakubepushati, Kinso ne kikope fyakwa nani filipo.",Il leur demanda: De qui sont cette effigie et cette inscription?.
MAT.22.21,"Nabo balimwasukile ati, Kaisale. Elo Yesu abebele ati, Kanshi mulekupeela kaisale ifyakwa Kaisale, kabili mulekupeela Lesa ifyakwa Lesa.","De César, lui répondirent-ils. Alors il leur dit: Rendez donc à César ce qui est à César, et à Dieu ce qui est à Dieu."
MAT.22.22,"Pa kumfwe fyo balipapile sana, epakumusha.","Étonnés de ce quils entendaient, ils le quittèrent, et sen allèrent."
MAT.22.23,Pa bushiku bulya bwine Abasaduke abatasumine ati kukaba ukushikuka kwa bakufwa balishile ne kipusho kuli Yesu.,"Le même jour, les sadducéens, qui disent quil ny a point de résurrection, vinrent auprès de Jésus, et lui firent cette question:."
MAT.22.24,"ati, We Kafundisha, Mose alitwebele ati, Umwalalume ngafwa ukwakubula ukufyalapo abana, wabo ali no kupyana ulya mwanakashi pa kuti amufyalileko abana.","Maître, Moïse a dit: Si quelquun meurt sans enfants, son frère épousera sa veuve, et suscitera une postérité à son frère."
MAT.22.25,"Nomba palipo bawabo kine lubali. Umukulubantu alyupile mpaka afwa ukwakubula uku kwatapo abana, epakushiila wabo umukashi.","Or, il y avait parmi nous sept frères. Le premier se maria, et mourut; et, comme il navait pas denfants, il laissa sa femme à son frère."
MAT.22.26,"Uwa kibili, uwakitatu mpaka no wa kulenga kine lubali bonse balifwile.","Il en fut de même du second, puis du troisième, jusquau septième."
MAT.22.27,Kulipelwepelwe umwanakashi naye afwa.,"Après eux tous, la femme mourut aussi."
MAT.22.28,Nomba pa kushikuka kwa bakufwa akesa kubo mukashi wakwa nani apo bonse balimupilepo.,"A la résurrection, duquel des sept sera-t-elle donc la femme? Car tous lont eue."
MAT.22.29,"Yesu alibasukile ati, Muli bafilubo pantu tamwishibile amalembo nangula maka yakwa Lesa.","Jésus leur répondit: Vous êtes dans lerreur, parce que vous ne comprenez ni les Écritures, ni la puissance de Dieu."
MAT.22.30,"Pantu ulo abakufwa bakashikuka, takwakabepo kuupa nangu kuupwa, bakesa kuba kubati ni bamalaika ba mwiulu.","Car, à la résurrection, les hommes ne prendront point de femmes, ni les femmes de maris, mais ils seront comme les anges de Dieu dans le ciel."
MAT.22.31,Kabili pa mulandu wa kushikuka kwa bakufwa bushe tamwabelengapo palya Lesa aebele ati.,"Pour ce qui est de la résurrection des morts, navez-vous pas lu ce que Dieu vous a dit:."
MAT.22.32,"Ni nebo Lesa wakwa Ablahamu, Lesa wakwa Isaki, Lesa wakwa Yakobo. Ekyo ni Lesa wa bamweo te wa bakufwa.","Je suis le Dieu dAbraham, le Dieu dIsaac, et le Dieu de Jacob? Dieu nest pas Dieu des morts, mais des vivants."
MAT.22.33,"Amabumba ya bantu pa kumfwe fyo abasambilishe, balipapile.","La foule, qui écoutait, fut frappée de lenseignement de Jésus."
MAT.22.34,"Ulo Abafalise baumfwile ati Yesu atalalika Abasaduke, balikolongene pamo.","Les pharisiens, ayant appris quil avait réduit au silence les sadducéens, se rassemblèrent."
MAT.22.35,"Elo umunabo umo, kafundisha wa mafunde alimwipwishe ikipusho pa kumwesha ati.","et lun deux, docteur de la loi, lui fit cette question, pour léprouver:."
MAT.22.36,"We kafundisha, kipope ndo ilyakukila pa mafunde yonse.","Maître, quel est le plus grand commandement de la loi?."
MAT.22.37,"Yesu alimwasukile ati, Ulekutemwa Shikulu Lesa obe no mutima obe onse, no mweo obe onse, na mano yobe yonse.","Jésus lui répondit: Tu aimeras le Seigneur, ton Dieu, de tout ton cœur, de toute ton âme, et de toute ta pensée."
MAT.22.38,Iki ekipope kyakubalilapo ikya kilapo pali fyonse.,Cest le premier et le plus grand commandement.
MAT.22.39,"Nelya kulenga bubili lya kwebati, Ulekutemwa umunobe nga wemwine.","Et voici le second, qui lui est semblable: Tu aimeras ton prochain comme toi-même."
MAT.22.40,Amafunde yakwa Mose yonse pamo na masambilisho ya bakasesema ya limbikila pali aya yabili.,De ces deux commandements dépendent toute la loi et les prophètes.
MAT.22.41,"Ulo Abafalise bambi bakolongene, Yesu alibepwishe ati.","Comme les pharisiens étaient assemblés, Jésus les interrogea."
MAT.22.42,"Bushe mutontonkanyapo indo pali Messia? Bushe ni mwanna nani? Nabo balimwasukile ati, Ni mwana Davidi.",en disant: Que pensez-vous du Christ? De qui est-il fils? Ils lui répondirent: De David.
MAT.22.43,"Yesu epakubepusha kabili ati, Bushe nindo Davidi uwatungulwilwe na Mupashi amukuutile ati, Shikulu. Apo Davidi wine alimukuutile ati.","Et Jésus leur dit: Comment donc David, animé par lEsprit, lappelle-t-il Seigneur, lorsquil dit:."
MAT.22.44,"Shikulu aebele Imfumu yangi ati, Wikale ku kwa mulyo kwangi mpakapo nkabikila abalwani bobe panshi ya makasa yobe.","Le Seigneur a dit à mon Seigneur: Assieds-toi à ma droite, Jusquà ce que je fasse de tes ennemis ton marchepied?."
MAT.22.45,"Davidi nga mukuutile Shikulu, kuti kabili Messia aisakuba umwana wakwa Davidi.","Si donc David lappelle Seigneur, comment est-il son fils?."
