verse_key,hav,fr
LUK.9.8,Abandi bantu balemaga baderha mpu Eliya yi wagalukire. Abandi balemaga baderha mpu muguma omu baleebi ba miira yi wafuukire.,"dautres, quÉlie était apparu; et dautres, quun des anciens prophètes était ressuscité."
LUK.9.9,Aliko Heroode aderha ntya: «Nyoono nye naderhaga bache Yohaana erhwe. Ye nde oyu naye ndi nayunva baderha ebintu biri ntya elugulu waage?» Byaarhuma Heroode naye ashonda kubona Yeesu.,"Mais Hérode disait: Jai fait décapiter Jean; qui donc est celui-ci, dont jentends dire de telles choses? Et il cherchait à le voir."
LUK.9.10,Entumwa zagaluka emunda Yeesu ali zanamubwira byooshi zajiraga. Aziheeka ahantu harhali lwamo oku lunda luyerekeere egishagala ch'eBetesayida.,"Les apôtres, étant de retour, racontèrent à Jésus tout ce quils avaient fait. Il les prit avec lui, et se retira à lécart, du côté dune ville appelée Bethsaïda."
LUK.9.11,"Abantu banene babeere bamenya okw'ajiire yo, bamukulikira. Yeesu abayankirira. Alema ababwira ebinwa biyerekeere obwime bwa Nnamahanga, anafumya abantu bali bakeneere ogufuma.","Les foules, layant su, le suivirent. Jésus les accueillit, et il leur parlait du royaume de Dieu; il guérit aussi ceux qui avaient besoin dêtre guéris."
LUK.9.12,"Ezuuba lyarhondeere kuzika, entumwa ekumi n'ebiri zaja zayegeera Yeesu n'okumubwira ntya: «Galula aba bantu yi baja emunda balaala, yi banabona ebiryo omu bishagala n'omu mizi ya hoofu, kwenge rhuli omu mpinga.».","Comme le jour commençait à baisser, les douze sapprochèrent, et lui dirent: Renvoie la foule, afin quelle aille dans les villages et dans les campagnes des environs, pour se loger et pour trouver des vivres; car nous sommes ici dans un lieu désert."
LUK.9.13,Aliko Yeesu abwira entumwa zaage ntya: «Mubahe mwenyine ebi baalya!» Entumwa zaderha ntya: «Rhugwerhe migati erhaano yonyine n'efi ebiri. K'oshondere rhwenyine rhuje kugula ebiryo by'aba bantu booshi?».,"Jésus leur dit: Donnez-leur vous-mêmes à manger. Mais ils répondirent: Nous navons que cinq pains et deux poissons, à moins que nous nallions nous-mêmes acheter des vivres pour tout ce peuple."
LUK.9.14,N'obo haliiri hoofu nka balume bihumbi birhaano. Yeesu abwira abigirizwa baage ntya: «Mubayikaze bigusho-bigusho by'abantu makumi marhaano.».,"Or, il y avait environ cinq mille hommes. Jésus dit à ses disciples: Faites-les asseoir par rangées de cinquante."
LUK.9.15,"Abigirizwa baajira ntyo, babayikaza booshi.","Ils firent ainsi, ils les firent tous asseoir."
LUK.9.16,"Yeesu arhoola ela migati erhaano na zila fi ebiri, ayerekeza ameesho empingu, abigisha. Yeesu ava abichagulanga, anarhondera abiha abigirizwa baage yi babigabira abantu.","Jésus prit les cinq pains et les deux poissons, et, levant les yeux vers le ciel, il les bénit. Puis, il les rompit, et les donna aux disciples, afin quils les distribuassent à la foule."
LUK.9.17,Abantu booshi baalya banayuugurha. Abigirizwa baheeka rhurhanda ekumi na rhubiri rhw'ebichiira byasigalaga.,"Tous mangèrent et furent rassasiés, et lon emporta douze paniers pleins des morceaux qui restaient."
LUK.9.18,"Lusiku luguma eyi Yeesu ali asaliira aharhali abantu, eyi n' abigirizwa baage bachigushire haguma naye, Yeesu ababaza ntya: «Abantu bali kuderha oku nye nde?».","Un jour que Jésus priait à lécart, ayant avec lui ses disciples, il leur posa cette question: Qui dit-on que je suis?."
LUK.9.19,"Abigirizwa bashubiza ntya: «Baguma yi baderha oku we Yohaana Mubatiiza; n'abandi mpu we Eliya , abandi mpu oli muguma w'omu baleebi ba miira wafuukire.».","Ils répondirent: Jean Baptiste; les autres, Élie; les autres, quun des anciens prophètes est ressuscité."
LUK.9.20,"Yeesu abaza abigirizwa baage ntya: «Aliko si, nenyu muderha oku nye nde?» Petero ashubiza ntya: «Wooyo oli Kirisitu wa Nnamahanga.».","Et vous, leur demanda-t-il, qui dites-vous que je suis? Pierre répondit: Le Christ de Dieu."
LUK.9.21,Yeesu abuza abigirizwa baage oku ntaaye babwirage ebyoola.,Jésus leur recommanda sévèrement de ne le dire à personne.
LUK.9.22,"Ashuba kuderha oku bihemere Mwene oMuntu alibuke bweneene, alahirwe n' abashamuka b'aBayaahudi, abakulu b'abadaahwa n' abigiriza b'amarhegeko , ayirhwe n'olusiku lwa gasharhu afuuke.","Il ajouta quil fallait que le Fils de lhomme souffrît beaucoup, quil fût rejeté par les anciens, par les principaux sacrificateurs et par les scribes, quil fût mis à mort, et quil ressuscitât le troisième jour."
LUK.9.23,"Yeesu aja abwira abantu booshi ntya: «Akaba hali oshondere kunkulikira, achilahire yenyine, aheeke omusalaaba gwage ngasi lusiku, anankulikire.","Puis il dit à tous: Si quelquun veut venir après moi, quil renonce à lui-même, quil se charge chaque jour de sa croix, et quil me suive."
LUK.9.24,"Bulaala, owashonda guchungula akalamo kaage, agaheza; sy'aliko owaheza akalamo kaage eyi nye ntumire, agachungula.","Car celui qui voudra sauver sa vie la perdra, mais celui qui la perdra à cause de moi la sauvera."
LUK.9.25,"Gichi bimaliire omuntu okugwarha ebikulo by'egulu lyooshi, aliko aheze akalamo kaage? Ntaacho!.","Et que servirait-il à un homme de gagner tout le monde, sil se détruisait ou se perdait lui-même?."
LUK.9.26,"Nk'omuntu anyunviire eshoni, anaziyunvire emyaazi yaani, Mwene oMuntu naye nj'amuyunvira eshoni hano nj'agaluka omu bukuuze bwage, bo na bukuuze bw'Eshe na bwa bamalahika batagatiifu.","Car quiconque aura honte de moi et de mes paroles, le Fils de lhomme aura honte de lui, quand il viendra dans sa gloire, et dans celle du Père et des saints anges."
LUK.9.27,Mbabwirire okuli: Baguma omu bali hano barhaafa embere babone obwime bwa Nnamahanga.».,"Je vous le dis en vérité, quelques-uns de ceux qui sont ici ne mourront point quils naient vu le royaume de Dieu."
LUK.9.28,"Enyuma w'esiku zakagera ku munaane Yeesu aderhere ntyo, arhoola Petero, Yohaana na Yakobo; azamuukira oku musozi guhema Nnamahanga.","Environ huit jours après quil eut dit ces paroles, Jésus prit avec lui Pierre, Jean et Jacques, et il monta sur la montagne pour prier."
LUK.9.29,"Abeere ali ahema, eshusho ly'amalanga maage lyahindamuka, n'emyambalo yaage yaba mweru bweneene n'okubaraganya.","Pendant quil priait, laspect de son visage changea, et son vêtement devint dune éclatante blancheur."
LUK.9.30,Ho n'aho haboneka bantu babiri bali kuganiira naye: baliiri Muusa na Eliya .,"Et voici, deux hommes sentretenaient avec lui: cétaient Moïse et Élie."
LUK.9.31,babonekana omu bukuuze gurhenga emwa Nnamahanga. Baalema baganiira haguma na Yeesu ebiyerekeere okugenda kwage kwali kwaneene kuyenerera eYerusaleema.,"qui, apparaissant dans la gloire, parlaient de son départ quil allait accomplir à Jérusalem."
LUK.9.32,"Mwamo mango, Petero n'abaabo baliiri ero bweneene. Basisimukire, baabona obukuuze bwa Yeesu na bala balume babiri baliyimangire haguma naye.","Pierre et ses compagnons étaient appesantis par le sommeil; mais, sétant tenus éveillés, ils virent la gloire de Jésus et les deux hommes qui étaient avec lui."
LUK.9.33,"Muusa na Eliya babeere bali balekana na Yeesu, Petero amubwira ntya: «Mwigiriza, kuli kwinja rhubeere hano. Rhwayumbaka biraaro bisharhu: chiguma chaawe, echindi cha Muusa n'echindi cha Eliya.» Petero arhalimenyere ebyaliiri kuderha.","Au moment où ces hommes se séparaient de Jésus, Pierre lui dit: Maître, il est bon que nous soyons ici; dressons trois tentes, une pour toi, une pour Moïse, et une pour Élie. Il ne savait ce quil disait."
LUK.9.34,"Petero abeere ali aderha ntyo, oluhomo lwayinja lwanabashukulira n'egichuuchu chaalo. Abigirizwa babeere baabona oluhomo lwabashukulira, bayuubaha.","Comme il parlait ainsi, une nuée vint les couvrir; et les disciples furent saisis de frayeur en les voyant entrer dans la nuée."
LUK.9.35,Omulenge gwayunviikana m'olo luhomo: «Oyuula ye Mugala waani nachishogere. Mumuyunve!».,"Et de la nuée sortit une voix, qui dit: Celui-ci est mon Fils élu: écoutez-le!."
LUK.9.36,"Enyuma w'ogo mulenge okuyunviikana, Yeesu obonekana ali yenyine. Abigirizwa baasira, na ntaaye babwirire chintu, mwamo mango, oku bibabonaga ko ahoola.","Quand la voix se fit entendre, Jésus se trouva seul. Les disciples gardèrent le silence, et ils ne racontèrent à personne, en ce temps-là, rien de ce quils avaient vu."
LUK.9.37,"Olusiku lwakulikiraga, Yeesu na balaala bigirizwa basharhu aliiri nabo, barhenga oku musozi. Abantu banene bayinja gushigaanana na Yeesu.","Le lendemain, lorsquils furent descendus de la montagne, une grande foule vint au-devant de Jésus."
LUK.9.38,"Omuntu muguma ayaamira ntya ahagarhi k'abantu: «Mwigiriza, nkuyingingire, ondolere ono mugala waani, kwenge ali w'echinege.","Et voici, du milieu de la foule un homme sécria: Maître, je ten prie, porte les regards sur mon fils, car cest mon fils unique."
LUK.9.39,"Hali omuzimu onamufarha, ho n'aho anamuyamiisa olujamu, anamudirhimanya bweneene, anamukuliisa olufula omu buunu, n'ogurhamurhenga mo juba, n'okumuleka eyi amamuvunangula.","Un esprit le saisit, et aussitôt il pousse des cris; et lesprit lagite avec violence, le fait écumer, et a de la peine à se retirer de lui, après lavoir tout brisé."
LUK.9.40,"Nayingingire abigirizwa baawe bakuule oyo muzimu, aliko barhagalaga.».","Jai prié tes disciples de le chasser, et ils nont pas pu."
LUK.9.41,"Yeesu aderha ntya: «Mwe gisisi chibi na chizira bwemeezi, kugera mango machi nabeera haguma nenyu n'okubalembera? Leerha mugala waawe hano.».","Race incrédule et perverse, répondit Jésus, jusquà quand serai-je avec vous, et vous supporterai-je? Amène ici ton fils."
LUK.9.42,"Omwana abeere ali ayegeera Yeesu, ola muzimu amubanda ahashi n'ogurhondera kumudirhimanya. Aliko Yeesu akalihira oyo muzimu, afumya omwana n'okumugalulira eshe.","Comme il approchait, le démon le jeta par terre, et lagita avec violence. Mais Jésus menaça lesprit impur, guérit lenfant, et le rendit à son père."
LUK.9.43,"Abantu booshi basoomererwa obuhashe bunene bwa Nnamahanga. Oku booshi bali basoomererwa byooshi Yeesu ali ajira, abwira abigirizwa baage ntya:.","Et tous furent frappés de la grandeur de Dieu. Tandis que chacun était dans ladmiration de tout ce que faisait Jésus, il dit à ses disciples:."
LUK.9.44,«Muyunve bwinja ebi nashonda kubabwira: Mwene oMuntu ayinja guhanwa omu fune z'abantu.».,"Pour vous, écoutez bien ceci: Le Fils de lhomme doit être livré entre les mains des hommes."
LUK.9.45,"Aliko abigirizwa barhayunvaga echi chinwa, eby'echi chinwa chiderhere byalibishirhwe y'abigirizwa barhamenyaga echi chiderhere. Baanali bayuubahire kubaza Yeesu ebiyerekeere echi chinwa.","Mais les disciples ne comprenaient pas cette parole; elle était voilée pour eux, afin quils nen eussent pas le sens; et ils craignaient de linterroger à ce sujet."
LUK.9.46,Haahulukira obuhaka omu bigirizwa b'ogushonda kumenya nde oli mukulu omu bo.,"Or, une pensée leur vint à lesprit, savoir lequel dentre eux était le plus grand."
LUK.9.47,"Yeesu walimenyere obukengeere bw'emirhima yaabo, arhoola omwana murho, amuhira eburhambi bwage.","Jésus, voyant la pensée de leur cœur, prit un petit enfant, le plaça près de lui."
LUK.9.48,Ababwira ntya: «Oyankiriire oyu mwana oku ziino lyaani anyankiire nyenyine. N'onyankiriire ayankiriire owantumaga. Bulaala oli mudoorho omu mweshi oyo yeeri mukulu kulusha.».,"et leur dit: Quiconque reçoit en mon nom ce petit enfant me reçoit moi-même; et quiconque me reçoit reçoit celui qui ma envoyé. Car celui qui est le plus petit parmi vous tous, cest celui-là qui est grand."
LUK.9.49,"Yohaana ava aderha ntya: «Mwigiriza, rhwabonaga omuntu oli akuula abazimu oku ziino lyaawe. Rhwamubuza bulaala arhagukulikira haguma neerhu.».","Jean prit la parole, et dit: Maître, nous avons vu un homme qui chasse des démons en ton nom; et nous len avons empêché, parce quil ne nous suit pas."
LUK.9.50,"Yeesu amushubiza ntya: «Murhamubuzaga, bulaala orhali mushombanyi wenyu ey'ali wenyu.».","Ne len empêchez pas, lui répondit Jésus; car qui nest pas contre vous est pour vous."
LUK.9.51,"Esiku Yeesu alikwaneene guheekwa omu mpingu zabeere zaaba hoofu, Yeesu ahiga bweneene kuja eYerusaleema.","Lorsque le temps où il devait être enlevé du monde approcha, Jésus prit la résolution de se rendre à Jérusalem."
LUK.9.52,Arhuma ab'okubala emyaazi embere zaage. Bagenda n'okuja omu gishagala chiguma ch'aBasamariya kumurheganyiza eby'obulagiirire byooshi.,"Il envoya devant lui des messagers, qui se mirent en route et entrèrent dans un bourg des Samaritains, pour lui préparer un logement."
LUK.9.53,Aliko aBasamariya balahira kumuyankirira bulaala aliiri ayerekera eYerusaleema.,"Mais on ne le reçut pas, parce quil se dirigeait sur Jérusalem."
LUK.9.54,"Abigirizwa ba Yeesu, Yakobo na Yohaana babeere bamenya ntyo, baderha ntya: «Nnaweerhu, k'oshondere rhubwire omuliro guchime gurhenga empingu kubasingonyola?».","Les disciples Jacques et Jean, voyant cela, dirent: Seigneur, veux-tu que nous commandions que le feu descende du ciel et les consume?."
LUK.9.55,Yeesu abahindamukira n'okubakalihira.,"Jésus se tourna vers eux, et les réprimanda, disant: Vous ne savez de quel esprit vous êtes animés."
LUK.9.56,Baava baja omu chindi gishagala.,"Car le Fils de lhomme est venu, non pour perdre les âmes des hommes, mais pour les sauver. Et ils allèrent dans un autre bourg."
LUK.9.57,"Babeere bali omu njira, omuntu muguma abwira Yeesu ntya: «Nagukulikira ngasi hooshi waaja.».","Pendant quils étaient en chemin, un homme lui dit: Seigneur, je te suivrai partout où tu iras."
LUK.9.58,"Yeesu amubwira ntya: «Emitereri ejira enkunda n'enyunyi z'omu chaalege zijira enyogo, sy'aliko Mwene oMuntu arhajira ahagahengeka erhwe lyaage.».","Jésus lui répondit: Les renards ont des tanières, et les oiseaux du ciel ont des nids: mais le Fils de lhomme na pas un lieu où il puisse reposer sa tête."
LUK.9.59,"Yeesu abwira owindi ntya: «Onkulikire.» Aliko oyo muntu aderha ntya: «Nnaweerhu, onyemereere ntange nje guhamba daarha.».","Il dit à un autre: Suis-moi. Et il répondit: Seigneur, permets-moi daller dabord ensevelir mon père."
LUK.9.60,"Yeesu amushubiza ntya: «Oleke abafu bahambe abafu baabo; wooyo ogende, oje kuyaamagaza oBwami bwa Nnamahanga.».","Mais Jésus lui dit: Laisse les morts ensevelir leurs morts; et toi, va annoncer le royaume de Dieu."
LUK.9.61,"Owindi muntu abwira Yeesu ntya: «Nnaweerhu, handeke nagukulikira, sy'aliko onyemereere ntange nje guseezera ab'emwani.».","Un autre dit: Je te suivrai, Seigneur, mais permets-moi daller dabord prendre congé de ceux de ma maison."
LUK.9.62,"Yeesu amubwira ntya: «Omuntu wamarhondera guhinga akanashuba kulola enyuma, arhakwaneene omu Bwami bwa Nnamahanga.».","Jésus lui répondit: Quiconque met la main à la charrue, et regarde en arrière, nest pas propre au royaume de Dieu."
LUK.10.1,"Enyuma w'ebyoola, Nnaweerhu achishoga bandi bigirizwa makumi gali mushanvu na babiri. Abarhuma babiri-babiri bamurhange omu gishagala chooshi na ngasi hooshi alikwaneene kuja.","Après cela, le Seigneur désigna encore soixante-dix autres disciples, et il les envoya deux à deux devant lui dans toutes les villes et dans tous les lieux où lui-même devait aller."
LUK.10.2,"Yeesu ababwira ntya: «Emyaaka y'ogushaluula elugire, sy'aliko abakozi bageehere. Leero, muheme nyina emyaaka arhume abakozi kuyishaluula.","Il leur dit: La moisson est grande, mais il y a peu douvriers. Priez donc le maître de la moisson denvoyer des ouvriers dans sa moisson."
LUK.10.3,Mugende! Mbarhumire nka byaanabuzi ahagarhi ka banyambwe.,"Partez; voici, je vous envoie comme des agneaux au milieu des loups."
LUK.10.4,"Murhaheekaga chiro lufuranga, changwa eshaho, changwa ebindi biraato. Na ntaaye mulamusage omu njira.","Ne portez ni bourse, ni sac, ni souliers, et ne saluez personne en chemin."
LUK.10.5,"Omu ngasi nju nji mwaja mo, murhange muderhe ntya: ‹Omurhuula gube kw'eyi nju!›.","Dans quelque maison que vous entriez, dites dabord: Que la paix soit sur cette maison!."
LUK.10.6,"Akaba omoola muli omuntu oshondere omurhuula, ogo murhuula gwenyu gwanamubeera ko; n'akaba nanga, omurhuula gwenyu gwanabagalukira.","Et sil se trouve là un enfant de paix, votre paix reposera sur lui; sinon, elle reviendra à vous."
LUK.10.7,"Mubeere mw'eyoola nju, mulye munanywe ebi nji baabaha, kwenge omukozi akwaneene omukamarho gwage. Murhazereeraga omu maju.","Demeurez dans cette maison-là, mangeant et buvant ce quon vous donnera; car louvrier mérite son salaire. Nallez pas de maison en maison."
LUK.10.8,"Na ngasi gishagala nji mwaja mo, bakabayankirira, mulye ebi nji baabaha.","Dans quelque ville que vous entriez, et où lon vous recevra, mangez ce qui vous sera présenté."
LUK.10.9,"Mufumye abalwala nji baaba mo, munababwire ntya: ‹Obwime bwa Nnamahanga bwabayegereere.›.","guérissez les malades qui sy trouveront, et dites-leur: Le royaume de Dieu sest approché de vous."
LUK.10.10,"Aliko, omu ngasi gishagala nji mwaja mo nji bakalahira kubayankirira, mugende omu njira zaacho munababwire ntya:.","Mais dans quelque ville que vous entriez, et où lon ne vous recevra pas, allez dans ses rues, et dites:."
LUK.10.11,"‹Rhubakungurhiire olujuchu lw'egishagala chenyu lwali lunaniirire oku magulu meerhu, lo lubaage buhamiiriza bw'amabi menyu. Aliko mumenye k'obwime bwa Nnamahanga bwabayegereere.›.",Nous secouons contre vous la poussière même de votre ville qui sest attachée à nos pieds; sachez cependant que le royaume de Dieu sest approché.
LUK.10.12,Mbabwirire oku m'olo lusiku nji byayoolohera Sodoomo kulusha echoola gishagala.».,Je vous dis quen ce jour Sodome sera traitée moins rigoureusement que cette ville-là.
LUK.10.13,"«Buhanya buchi oku wooyo gishagala ch'eKoraziini! Buhanya buchi oku wooyo gishagala ch'eBetesayida! Akaba ebisomereene byajirikeene emwenyu byakajirikeene eTiiro n'eSidoona, singa hamaagera siku zinene abantu b'eyoola balekere ebyaaha byaabo, singa bayambeere ebigunira n'okuyikala omu luvu!.","Malheur à toi, Chorazin! Malheur à toi, Bethsaïda! Car, si les miracles qui ont été faits au milieu de vous avaient été faits dans Tyr et dans Sidon, il y a longtemps quelles se seraient repenties, en prenant le sac et la cendre."
LUK.10.14,"Cho charhuma, olusiku l'ogucha olushinja nji byayoolohera Tiiro na Sidoona kubalusha mwabo.","Cest pourquoi, au jour du jugement, Tyr et Sidon seront traitées moins rigoureusement que vous."
LUK.10.15,"Nawe gishagala ch'eGaperinaumu, k'omenyere mpu nji wazamuulwa guhika echaalege? Nangwa da! Nji wayandagazwa guhika ekuzimu.","Et toi, Capernaüm, qui as été élevée jusquau ciel, tu seras abaissée jusquau séjour des morts."
LUK.10.16,"Obayunviriize eyi nyoono ny'ayunviriize, obalahiire eyi nyoono ny'alahiire, n'ondahiire eyi alahiire owantumaga.».","Celui qui vous écoute mécoute, et celui qui vous rejette me rejette; et celui qui me rejette rejette celui qui ma envoyé."
LUK.10.17,"Abigirizwa makumi gali mushanvu na babiri bagaluka n'obushagaluke n'okuderha ntya: «Nnaweerhu, n' abazimu nabo yi barhukenga amango rhuli rhwabarhegeka oku ziino lyaawe.».","Les soixante-dix revinrent avec joie, disant: Seigneur, les démons mêmes nous sont soumis en ton nom."
LUK.10.18,Yeesu ababwira ntya: «Nabonaga Shetaani arhoga gurhengera omu chaalege nka mubaraganyo.,Jésus leur dit: Je voyais Satan tomber du ciel comme un éclair.
LUK.10.19,"Muyunve bwinja: nabaheere oburhegesi b'okulabarha enjoka n'engobe , n'ogusinyongola obuhashe booshi bw'mushombanyi, na ntaacho nji chabajira kubi.","Voici, je vous ai donné le pouvoir de marcher sur les serpents et les scorpions, et sur toute la puissance de lennemi; et rien ne pourra vous nuire."
LUK.10.20,Sy'aliko murhasiimaga kwenge abazimu bali babayunva; ahuubwe musiime okuba amaziino menyu mayandikirwe omu mpingu.».,"Cependant, ne vous réjouissez pas de ce que les esprits vous sont soumis; mais réjouissez-vous de ce que vos noms sont écrits dans les cieux."
LUK.10.21,"Mw'ako gashanji, Yeesu ayunjuzwa obushagaluke kugerera Muuka-Mutagatiifu, aderha ntya: «Daarha wee, Nnaweerhu w'omu mpingu n'omu gulu, ngusimiriize kwenge ebi bintu wabibishire abanyabwenge n'abahanga, wanabibishuulira abaana badoorho. Neechi Daarha, bulaala ntyo ku walisimiisizwe.","En ce moment même, Jésus tressaillit de joie par le Saint-Esprit, et il dit: Je te loue, Père, Seigneur du ciel et de la terre, de ce que tu as caché ces choses aux sages et aux intelligents, et de ce que tu les as révélées aux enfants. Oui, Père, je te loue de ce que tu las voulu ainsi."
LUK.10.22,"Daarha ampeere byooshi. Ntaaye onyinji nyoono Mugala nk'arhali Daarha yenyine, na ntaaye oyinji Daarha nk'arhali oMugala na ngasi yeeshi oMugala ashondere amumenye.».","Toutes choses mont été données par mon Père, et personne ne connaît qui est le Fils, si ce nest le Père, ni qui est le Père, si ce nest le Fils et celui à qui le Fils veut le révéler."
LUK.10.23,"Yeesu ahindamukira abigirizwa baage, ababwirira ntya eburhambi: «Magishirwe ameesho mali maabona ebi muli mwabona!.","Et, se tournant vers les disciples, il leur dit en particulier: Heureux les yeux qui voient ce que vous voyez!."
LUK.10.24,"Bulaala, mbabwirire oku, baleebi banene n'abaami banene bali bashondere kubona ebi mwabo muli mwabona, aliko barhabibonaga ko. Bashondere kuyunva ebi mwabo muli mwayunva, aliko barhabiyunvaga ko.».","Car je vous dis que beaucoup de prophètes et de rois ont désiré voir ce que vous voyez, et ne lont pas vu, entendre ce que vous entendez, et ne lont pas entendu."
LUK.10.25,"Buzinda bw'ebi, mwigiriza muguma w'amarhegeko ayimanga n'okubaza Yeesu ntya omu kumurhega: «Mwigiriza, bichi nkwaneene kujira yi mbona akalamo k'esiku n'amango?».","Un docteur de la loi se leva, et dit à Jésus, pour léprouver: Maître, que dois-je faire pour hériter la vie éternelle?."
LUK.10.26,Yeesu amushubiza ntya: «Bichi biyandikirwe omu Rhegeko ? Gurhe oliyunva eyi walisoma?».,Jésus lui dit: Quest-il écrit dans la loi? Quy lis-tu?.
LUK.10.27,"Omwigiriza w'amarhegeko ashubiza ntya: «Osiime Nnaweerhu Nnamahanga waawe n'omurhima gwawe gooshi, n'emisi yaawe yooshi n'obwenge bwawe bwooshi. Kandi: Osiime n'omutuuranyi waawe nka okw'ochisiima wenyine.».","Il répondit: Tu aimeras le Seigneur, ton Dieu, de tout ton cœur, de toute ton âme, de toute ta force, et de toute ta pensée; et ton prochain comme toi-même."
LUK.10.28,"Yeesu aja amubwira ntya: «Washubiize bwinja. Ojire ebyoola oderhere, nji waalama.».","Tu as bien répondu, lui dit Jésus; fais cela, et tu vivras."
LUK.10.29,Aliko yeewe ashonda kuyeerekana okw'akwaneene. Abaza Yeesu ntya: «Omutuuranyi waani ye nde?».,"Mais lui, voulant se justifier, dit à Jésus: Et qui est mon prochain?."
LUK.10.30,"Yeesu ashuba kumubwira ntya: «Haliiri muntu muguma warhengaga eYerusaleema guchimira eYeeriko. Abeere ali omu njira, abugaanana n'ebishumuusi. Byamunyega byooshi aligwerhe, bamushuurha banagenda eyi bamulekere nka mufu.","Jésus reprit la parole, et dit: Un homme descendait de Jérusalem à Jéricho. Il tomba au milieu des brigands, qui le dépouillèrent, le chargèrent de coups, et sen allèrent, le laissant à demi mort."
LUK.10.31,"Haahulukira omudaahwa muguma wachimaga mw'eyo njira, abeere abona oyo muntu, achigerera oku lwindi lunda lw'enjira, naye achigendera.","Un sacrificateur, qui par hasard descendait par le même chemin, ayant vu cet homme, passa outre."
LUK.10.32,"oMulaawi muguma naye agera ahoola, abona oyo muntu, achigerera oku lwindi lunda lw'enjira, anachigendera.","Un Lévite, qui arriva aussi dans ce lieu, layant vu, passa outre."
LUK.10.33,"Aliko, oMusamariya muguma waliiri lugenzi, ahika hoofu naye. Amubwene, amubeera obonjo.","Mais un Samaritain, qui voyageait, étant venu là, fut ému de compassion lorsquil le vit."
LUK.10.34,"Ashegera aha ali, amushomoola ebibihulu omu kubisheeshera kw'amavurha n'edivaayi, abirhuba n'ebiraka. Amubarhulira oku ndogomi yaage, amuheeka omu nju y'abagenzi, anamulanga.","Il sapprocha, et banda ses plaies, en y versant de lhuile et du vin; puis il le mit sur sa propre monture, le conduisit à une hôtellerie, et prit soin de lui."
LUK.10.35,"Eseezi ly'aho, oyo Musamariya akuula dinaari ebiri omu shaho yaage, aziheereza nyina enju y'abagenzi n'okuderha ntya: ‹Obuke bwinja oyu muntu. Hano ngaluka, nakujuha nyenyine ebindi byooshi waaba wakoleeseze k'oyu muntu.›».","Le lendemain, il tira deux deniers, les donna à lhôte, et dit: Aie soin de lui, et ce que tu dépenseras de plus, je te le rendrai à mon retour."
LUK.10.36,Yeesu aja abaza ntya ola mwigiriza w'amarhegeko: «Nd'obwene mw'aba bantu basharhu walibeere mutuuranyi w'oyu muntu wabugaananaga n'ebishumuusi?».,Lequel de ces trois te semble avoir été le prochain de celui qui était tombé au milieu des brigands?.
LUK.10.37,"Omwigiriza w'amarhegeko ashubiza ntya: «Ola muntu wamubeeraga obonjo.» Yeesu amubwira ntya: «Genda, nawe ojire ntyo.».","Cest celui qui a exercé la miséricorde envers lui, répondit le docteur de la loi. Et Jésus lui dit: Va, et toi, fais de même."
LUK.10.38,"Oku Yeesu n'abigirizwa baage bali omu njira, Yeesu aja omu gishagala chiguma. Omukazi oyirikwa Marita amuyankirira.","Comme Jésus était en chemin avec ses disciples, il entra dans un village, et une femme, nommée Marthe, le reçut dans sa maison."
LUK.10.39,"Oyo Marita aligwerhe mwene waabo oyirikwa Mariya. Oyo Mariya ayikala embere za magulu ma Nnaweerhu, aliiri ayunviriza eChinwa chaage.","Elle avait une sœur, nommée Marie, qui, sétant assise aux pieds du Seigneur, écoutait sa parole."
LUK.10.40,"Aliko Marita yeewe aliiri gukola orhwasi rhunene. Ahulukira n'okuderha ntya: «Nnaweerhu, ka birhakulunzize kubona mwene weerhu andekere gukola orhwasi rhooshi nyenyine? Omubwire angwase maani.».","Marthe, occupée à divers soins domestiques, survint et dit: Seigneur, cela ne te fait-il rien que ma sœur me laisse seule pour servir? Dis-lui donc de maider."
LUK.10.41,"Nnaweerhu amushubiza ntya: «Marita, Marita, oli wachilunza n'oguchikobola na bintu binene.","Le Seigneur lui répondit: Marthe, Marthe, tu tinquiètes et tu tagites pour beaucoup de choses."
LUK.10.42,"Hali chintu chiguma chonyine ch'obulagiirire. Mariya yeewe achishogere echintu gikwiriire, girhakamunyagwa.».","Une seule chose est nécessaire. Marie a choisi la bonne part, qui ne lui sera point ôtée."
LUK.11.1,"Lusiku luguma, Yeesu aliiri hantu haguma ey'ali gusaliira. Abeere amala gusaliira, muguma omu bigirizwa baage amubwira ntya: «Nnaweerhu, orhuyigirize gusaliira nk'oku Yohaana ayigirizaga abigirizwa baage.».","Jésus priait un jour en un certain lieu. Lorsquil eut achevé, un de ses disciples lui dit: Seigneur, enseigne-nous à prier, comme Jean la enseigné à ses disciples."
LUK.11.2,"Yeesu ababwira ntya: «Nka mwasaliira, mugende mwaderha ntya: ‹Daarha, eziino lyawe likuuzwe, obwime bwawe buyinje.","Il leur dit: Quand vous priez, dites: Père! Que ton nom soit sanctifié; que ton règne vienne."
LUK.11.3,Orhuhe ebiryo byeerhu bya ngasi lusiku.,Donne-nous chaque jour notre pain quotidien;.
LUK.11.4,"Orhubabalire ebyaaha byeerhu, bulaala neerhu rhubabalira abarhujirira amabi. Orhanagenda warhuleka rhwarhogera omu chigeregezo.›».","pardonne-nous nos péchés, car nous aussi nous pardonnons à quiconque nous offense; et ne nous induis pas en tentation."
